sloupec,vyplnenost,delka_pred,delka_po,lze_explodovat,pomer,trojcisli
130_g,0.00021800741225201656,4587,4587,True,1.0,130
210_ind1,1.0,9050,9053,False,0.999668618137634,210
210_a,1.0,9050,9053,False,0.999668618137634,210
210_b,0.41756906077348066,9050,9053,False,0.999668618137634,210
210_ind2,0.00011049723756906077,9050,9050,True,1.0,210
222_ind2,0.999808282208589,10432,10441,False,0.9991380136002299,222
222_a,1.0,10432,10441,False,0.9991380136002299,222
222_b,0.43318634969325154,10432,10433,False,0.9999041502923416,222
240_ind1,1.0,74022,74022,True,1.0,240
240_ind2,0.9999864905028235,74022,74022,True,1.0,240
240_a,0.999972981005647,74022,74022,True,1.0,240
240_l,0.7461025100645754,74022,74022,True,1.0,240
240_7,0.3246872551403637,74022,74022,True,1.0,240
240_n,0.04685093620815433,74022,74357,False,0.9954947079629356,240
240_m,0.048323471400394474,74022,74024,False,0.9999729817356533,240
240_o,0.023574072573018832,74022,74022,True,1.0,240
240_r,0.022061008889249143,74022,74022,True,1.0,240
240_k,0.01687336197346735,74022,74022,True,1.0,240
240_f,0.00022966145200075652,74022,74022,True,1.0,240
240_g,0.00014860446894166598,74022,74022,True,1.0,240
240_p,0.0328550971332847,74022,74024,False,0.9999729817356533,240
240_h,1.350949717651509e-05,74022,74022,True,1.0,240
240_s,0.0009456648023560563,74022,74022,True,1.0,240
240_t,2.701899435303018e-05,74022,74022,True,1.0,240
240_d,5.403798870606036e-05,74022,74022,True,1.0,240
242_ind1,1.0,216,219,False,0.9863013698630136,242
242_ind2,1.0,216,219,False,0.9863013698630136,242
242_a,1.0,216,219,False,0.9863013698630136,242
242_y,0.44907407407407407,216,216,True,1.0,242
242_b,0.09722222222222222,216,216,True,1.0,242
242_c,0.004629629629629629,216,217,False,0.9953917050691244,242
245_ind1,0.9999911163372174,1238228,1238228,True,1.0,245
245_ind2,0.9999911163372174,1238228,1238228,True,1.0,245
245_a,1.0,1238228,1238228,True,1.0,245
245_b,0.4835878368119603,1238228,1238228,True,1.0,245
245_c,0.8255232477378964,1238228,1238228,True,1.0,245
245_n,0.06170269126525971,1238228,1243831,False,0.9954953687438245,245
245_p,0.04709875725633728,1238228,1242029,False,0.9969396849832008,245
245_h,0.1210875541499627,1238228,1238228,True,1.0,245
245_f,1.453690273519901e-05,1238228,1238228,True,1.0,245
245_s,4.038028537555281e-06,1238228,1238228,True,1.0,245
245_v,8.076057075110561e-07,1238228,1238228,True,1.0,245
246_ind1,0.999995872237495,242262,330886,False,0.7321615299529143,246
246_ind2,0.8124344717702322,242262,291105,False,0.8322151800896583,246
246_a,0.9999917444749898,242262,330886,False,0.7321615299529143,246
246_i,0.07257432036390354,242262,258501,False,0.9371801269627583,246
246_b,0.01901247409829028,242262,247272,False,0.979738910996797,246
246_n,0.0042185732801677525,242262,243720,False,0.9940177252584933,246
246_p,0.004515772180531821,242262,244192,False,0.9920963831738959,246
246_g,6.604420008090415e-05,242262,242278,False,0.9999339601614674,246
246_f,0.003735625067076141,242262,245340,False,0.9874541452677916,246
246_h,1.2383287515169528e-05,242262,242262,True,1.0,246
246_y,4.127762505056509e-06,242262,242262,True,1.0,246
246_k,4.127762505056509e-06,242262,242262,True,1.0,246
247_ind1,1.0,455,650,False,0.7,247
247_ind2,1.0,455,650,False,0.7,247
247_a,1.0,455,650,False,0.7,247
247_p,0.015384615384615385,455,464,False,0.9806034482758621,247
247_x,0.017582417582417582,455,461,False,0.9869848156182213,247
247_f,0.5406593406593406,455,614,False,0.741042345276873,247
247_b,0.23076923076923078,455,550,False,0.8272727272727273,247
247_n,0.002197802197802198,455,455,True,1.0,247
247_h,0.004395604395604396,455,456,False,0.9978070175438597,247
250_a,0.9999982539857141,572733,572928,False,0.9996596430965148,250
250_b,0.0006757075286389993,572733,572748,False,0.999973810471621,250
250_1,1.746014285888887e-06,572733,572733,True,1.0,250
254_a,1.0,4698,4709,False,0.9976640475684859,254
255_a,1.0,18319,19024,False,0.9629415475189235,255
255_c,0.29908837818658224,18319,18601,False,0.9848395247567335,255
255_b,0.01080845024291719,18319,18322,False,0.9998362624167667,255
255_d,0.00027294066269992906,18319,18319,True,1.0,255
255_e,5.458813253998581e-05,18319,18319,True,1.0,255
255_f,5.458813253998581e-05,18319,18319,True,1.0,255
255_g,5.458813253998581e-05,18319,18319,True,1.0,255
256_a,1.0,428,428,True,1.0,256
256_ind1,0.002336448598130841,428,428,True,1.0,256
260_a,0.9999639177117644,970005,993660,False,0.9761940704063764,260
260_b,0.9999381446487389,970005,1007146,False,0.9631225264261587,260
260_c,0.9990000051546126,970005,973772,False,0.9961315379780893,260
260_e,0.11152416740119896,970005,970155,False,0.999845385531178,260
260_f,0.2921448858511039,970005,970414,False,0.999578530400427,260
260_g,0.00019896804655646105,970005,970005,True,1.0,260
260_3,0.0026391616538059084,970005,973761,False,0.9961427906847778,260
260_ind1,0.0026391616538059084,970005,971201,False,0.9987685350406352,260
260_[,1.030922521017933e-06,970005,970005,True,1.0,260
264_ind2,1.0,268214,313762,False,0.8548326438510718,264
264_a,0.9999813581692231,268214,320804,False,0.8360681288263239,264
264_b,0.9999962716338446,268214,320532,False,0.8367776072279834,264
264_c,0.9999813581692231,268214,314007,False,0.8541656714659227,264
264_3,0.01281066610989732,268214,273894,False,0.979262050282226,264
264_ind1,0.012814394476052704,268214,270333,False,0.9921615193113679,264
300_a,0.9944779181654092,1232144,1232303,False,0.9998709732914713,300
300_b,0.49791095845940087,1232144,1232197,False,0.9999569873973074,300
300_c,0.9609875144463634,1232144,1232515,False,0.9996989894646313,300
300_e,0.028691451648508615,1232144,1232148,False,0.9999967536367385,300
300_f,7.304341051045982e-06,1232144,1232144,True,1.0,300
300_3,8.115934501162202e-07,1232144,1232144,True,1.0,300
306_a,1.0,19511,24083,False,0.8101565419590583,306
310_a,1.0,48004,48004,True,1.0,310
310_b,0.05457878510124156,48004,48004,True,1.0,310
321_a,1.0,4020,4855,False,0.8280123583934088,321
321_b,0.4532338308457711,4020,4709,False,0.8536844340624337,321
336_a,1.0,268214,311368,False,0.8614051540299581,336
336_b,1.0,268214,311368,False,0.8614051540299581,336
336_2,1.0,268214,311368,False,0.8614051540299581,336
337_a,1.0,268212,269829,False,0.9940073157444159,337
337_b,1.0,268212,269829,False,0.9940073157444159,337
337_2,1.0,268212,269829,False,0.9940073157444159,337
338_a,1.0,268214,271475,False,0.9879878441845473,338
338_b,1.0,268214,271475,False,0.9879878441845473,338
338_2,1.0,268214,271475,False,0.9879878441845473,338
340_d,0.023054755043227664,694,694,True,1.0,340
340_a,0.9769452449567724,694,694,True,1.0,340
340_2,0.9769452449567724,694,694,True,1.0,340
340_3,0.002881844380403458,694,694,True,1.0,340
344_a,1.0,8082,8099,False,0.9979009754290653,344
344_b,0.8892600841375897,8082,8098,False,0.9980242035070388,344
344_2,1.0,8082,8098,False,0.9980242035070388,344
344_g,0.1585003711952487,8082,8131,False,0.9939736809740499,344
344_h,0.000989853996535511,8082,8084,False,0.999752597723899,344
344_c,0.08364266270725068,8082,8096,False,0.9982707509881423,344
344_3,0.0008661222469685721,8082,8090,False,0.9990111248454883,344
346_b,1.0,2,3,False,0.6666666666666666,346
346_2,1.0,2,2,True,1.0,346
346_3,0.5,2,2,True,1.0,346
347_a,0.9997860733768318,9349,9972,False,0.9375250701965503,347
347_b,0.9997860733768318,9349,10413,False,0.8978200326514933,347
347_2,0.999144293507327,9349,9971,False,0.9376190953765922,347
347_e,0.0003208899347523799,9349,9352,False,0.9996792130025663,347
347_3,0.0002139266231682533,9349,9350,False,0.9998930481283422,347
362_ind1,0.9999714130528001,34981,35007,False,0.9992572913988631,362
362_a,1.0,34981,35007,False,0.9992572913988631,362
380_a,1.0,10,14,False,0.7142857142857143,380
382_ind1,0.9966167533362571,47883,54260,False,0.8824732768153336,382
382_ind2,1.0,47883,54332,False,0.8813038356769491,382
382_a,0.9998538103293444,47883,75860,False,0.6312022146058529,382
382_n,0.7878787878787878,47883,73912,False,0.6478379694772162,382
382_s,0.6921663220767287,47883,52834,False,0.9062914032630504,382
382_v,0.11452916483929579,47883,49682,False,0.9637897025079506,382
382_b,0.05104107929745421,47883,50026,False,0.9571622756166793,382
382_e,0.0018169287638619134,47883,47955,False,0.9984985924304035,382
382_p,0.00313263579976192,47883,48005,False,0.9974585980627018,382
382_d,0.0001253054319904768,47883,47897,False,0.9997077061193812,382
382_t,0.00016707390932063572,47883,47884,False,0.9999791161974773,382
382_r,8.353695466031786e-05,47883,47888,False,0.9998955897093218,382
383_b,0.8181818181818182,11,11,True,1.0,383
383_c,0.18181818181818182,11,11,True,1.0,383
384_a,1.0,2,2,True,1.0,384
490_ind1,1.0,434426,455728,False,0.9532572060527332,490
490_a,1.0,434426,460146,False,0.9441046972048002,490
490_v,0.6015777140410564,434426,449009,False,0.9675218091396832,490
490_x,0.02518035292546947,434426,434718,False,0.9993283001854075,490
490_n,1.381132805126765e-05,434426,434426,True,1.0,490
490_3,0.00017494348864939023,434426,434465,False,0.9999102344262484,490
490_p,2.3018880085446084e-06,434426,434426,True,1.0,490
500_a,0.99998345361284,785670,1432192,False,0.5485786821878631,500
500_5,0.002047933610803518,785670,787641,False,0.9974975909075328,500
500_3,3.818397036923899e-06,785670,785676,False,0.9999923632642463,500
500_4,1.2727990123079665e-06,785670,785670,True,1.0,500
500_ind1,3.818397036923899e-06,785670,785670,True,1.0,500
500_ind2,1.5273588147695596e-05,785670,785670,True,1.0,500
500_0,1.2727990123079664e-05,785670,785670,True,1.0,500
500_e,1.2727990123079665e-06,785670,785671,False,0.9999987272026077,500
500_x,1.2727990123079665e-06,785670,785670,True,1.0,500
500_t,1.2727990123079665e-06,785670,785670,True,1.0,500
500_b,1.2727990123079665e-06,785670,785670,True,1.0,500
501_a,1.0,3124,3180,False,0.9823899371069182,501
501_5,0.9827144686299616,3124,3139,False,0.995221408091749,501
502_a,1.0,1616,1670,False,0.9676646706586827,502
504_a,1.0,246626,250204,False,0.9856996690700388,504
505_ind1,0.9999835898782369,60938,61608,False,0.989124788988443,505
505_ind2,0.5958843414618137,60938,61311,False,0.9939162629870659,505
505_t,0.5960156224359184,60938,427493,False,0.14254736334863963,505
505_a,0.40634743509796845,60938,61267,False,0.9946300618603816,505
505_r,0.08045882700449637,60938,82177,False,0.7415456879662192,505
505_g,0.08782697167612984,60938,75740,False,0.804568259836282,505
505_c,1.6410121763103483e-05,60938,60938,True,1.0,505
506_a,1.0,9,9,True,1.0,506
507_a,1.0,2,2,True,1.0,507
508_a,1.0,6300,6304,False,0.9993654822335025,508
510_a,1.0,8,9,False,0.8888888888888888,510
510_ind1,0.875,8,9,False,0.8888888888888888,510
510_c,0.375,8,8,True,1.0,510
511_ind1,1.0,26720,31070,False,0.8599935629224332,511
511_a,1.0,26720,31070,False,0.8599935629224332,511
515_a,1.0,480,485,False,0.9896907216494846,515
516_a,1.0,485,485,True,1.0,516
518_a,0.7988581730769231,16640,16656,False,0.9990393852065321,518
518_o,0.2014423076923077,16640,16895,False,0.9849067771530039,518
518_d,0.19957932692307692,16640,16901,False,0.984557126797231,518
518_p,0.18942307692307692,16640,16894,False,0.9849650763584704,518
518_3,0.012680288461538462,16640,16880,False,0.985781990521327,518
520_a,1.0,157987,158165,False,0.9988745929883349,520
520_ind1,0.43374454860210016,157987,157997,False,0.9999367076590062,520
520_b,0.10811649059732763,157987,157988,False,0.9999936704053473,520
520_c,6.329634716780495e-06,157987,157987,True,1.0,520
520_u,6.329634716780495e-06,157987,157987,True,1.0,520
521_ind1,0.8643398881224476,58278,58306,False,0.9995197749802764,521
521_a,1.0,58278,58340,False,0.99893726431265,521
521_b,8.579566903462714e-05,58278,58286,False,0.9998627457708541,521
522_a,1.0,1,1,True,1.0,522
525_a,1.0,13,13,True,1.0,525
530_a,1.0,6955,6956,False,0.9998562392179413,530
530_d,0.00805176132278936,6955,6955,True,1.0,530
533_a,1.0,8,8,True,1.0,533
533_b,0.125,8,8,True,1.0,533
533_c,0.125,8,8,True,1.0,533
534_p,1.0,16,16,True,1.0,534
534_a,0.125,16,16,True,1.0,534
534_t,0.4375,16,16,True,1.0,534
534_c,0.5,16,16,True,1.0,534
534_b,0.125,16,16,True,1.0,534
534_e,0.0625,16,16,True,1.0,534
538_a,1.0,10257,10295,False,0.9963088878096164,538
540_a,1.0,1,1,True,1.0,540
545_a,1.0,2,2,True,1.0,545
546_a,0.999740485292503,100187,100873,False,0.993199369504228,546
546_b,0.0004491600706678511,100187,100207,False,0.9998004131447903,546
547_a,1.0,6,6,True,1.0,547
550_a,1.0,23662,23838,False,0.9926168302709959,550
561_a,1.0,20,25,False,0.8,561
561_5,1.0,20,25,False,0.8,561
562_3,0.04081632653061224,98,98,True,1.0,562
562_a,0.9795918367346939,98,200,False,0.49,562
562_5,0.9897959183673469,98,200,False,0.49,562
562_c,0.02040816326530612,98,98,True,1.0,562
562_b,0.05102040816326531,98,108,False,0.9074074074074074,562
563_a,1.0,90,90,True,1.0,563
563_5,1.0,90,90,True,1.0,563
580_a,1.0,3326,3395,False,0.9796759941089838,580
588_a,1.0,7461,7468,False,0.9990626673808248,588
588_5,0.9998659697091543,7461,7468,False,0.9990626673808248,588
600_ind1,1.0,66485,78435,False,0.8476445464397272,600
600_ind2,1.0,66485,78435,False,0.8476445464397272,600
600_a,1.0,66485,78435,False,0.8476445464397272,600
600_d,0.924358877942393,66485,77222,False,0.8609593121131284,600
600_7,0.9865232759269008,66485,78372,False,0.8483259327310775,600
600_2,0.9866436038204106,66485,78376,False,0.8482826375421048,600
600_c,0.12264420545987817,66485,71396,False,0.9312146338730461,600
600_b,0.02877340753553433,66485,67771,False,0.9810243319413908,600
600_t,0.029645784763480485,66485,67401,False,0.9864096971855016,600
600_q,0.006422501316086336,66485,66605,False,0.9981983334584491,600
600_x,0.0002556967737083553,66485,66494,False,0.9998646494420549,600
600_n,0.0007219673610588855,66485,66525,False,0.9993987222848553,600
600_r,0.00012032789350981425,66485,66487,False,0.9999699189315204,600
600_l,0.00036098368052944274,66485,66501,False,0.999759402114254,600
600_p,0.0004061066405956231,66485,66495,False,0.9998496127528386,600
600_k,0.00021057381364217493,66485,66485,True,1.0,600
600_m,0.00012032789350981425,66485,66489,False,0.9999398396727278,600
600_o,0.0003760246672181695,66485,66486,False,0.9999849592395391,600
600_z,1.5040986688726781e-05,66485,66485,True,1.0,600
600_y,1.5040986688726781e-05,66485,66485,True,1.0,600
610_ind1,1.0,46236,50266,False,0.9198265228981817,610
610_ind2,1.0,46236,50266,False,0.9198265228981817,610
610_a,1.0,46236,50266,False,0.9198265228981817,610
610_b,0.19156068864088588,46236,49297,False,0.9379069720266954,610
610_7,0.9823514144822216,46236,50199,False,0.9210542042670172,610
610_2,0.9823514144822216,46236,50199,False,0.9210542042670172,610
610_n,0.002811661908469591,46236,46264,False,0.9993947777969912,610
610_d,0.004152608357124318,46236,46271,False,0.9992435866957705,610
610_c,0.0019465351674020244,46236,46254,False,0.9996108444675055,610
610_x,0.00017302534821351327,46236,46237,False,0.9999783722992409,610
610_t,0.004433774547971277,46236,46259,False,0.9995027994552411,610
610_p,2.162816852668916e-05,46236,46236,True,1.0,610
610_z,0.0005839605502206074,46236,46236,True,1.0,610
610_y,8.651267410675664e-05,46236,46236,True,1.0,610
610_k,0.00023790985379358077,46236,46238,False,0.9999567455339764,610
610_l,6.488450558006747e-05,46236,46236,True,1.0,610
610_4,4.325633705337832e-05,46236,46236,True,1.0,610
611_ind1,1.0,2231,2377,False,0.9385780395456458,611
611_ind2,1.0,2231,2377,False,0.9385780395456458,611
611_a,1.0,2231,2377,False,0.9385780395456458,611
611_n,0.2792469744509189,2231,2286,False,0.9759405074365705,611
611_d,0.5508740475123263,2231,2325,False,0.9595698924731183,611
611_c,0.5396683101748095,2231,2365,False,0.9433403805496828,611
611_7,0.9744509188704616,2231,2377,False,0.9385780395456458,611
611_2,0.9744509188704616,2231,2377,False,0.9385780395456458,611
611_z,0.002689376961004034,2231,2231,True,1.0,611
611_y,0.0008964589870013447,2231,2231,True,1.0,611
611_e,0.0008964589870013447,2231,2231,True,1.0,611
630_ind1,1.0,6795,9943,False,0.6833953535150357,630
630_ind2,1.0,6795,9943,False,0.6833953535150357,630
630_a,1.0,6795,9943,False,0.6833953535150357,630
630_7,0.9892568064753495,6795,9931,False,0.6842211257677978,630
630_2,0.9908756438557763,6795,9938,False,0.683739182934192,630
630_d,0.04768211920529802,6795,6867,False,0.9895150720838795,630
630_p,0.3799852832965416,6795,9055,False,0.7504141358365544,630
630_l,0.017807211184694628,6795,6924,False,0.9813691507798961,630
630_s,0.013833701250919794,6795,6907,False,0.9837845663819313,630
630_y,0.0004415011037527594,6795,6795,True,1.0,630
630_k,0.005003679175864606,6795,6796,False,0.9998528546203649,630
630_x,0.001177336276674025,6795,6803,False,0.9988240482140233,630
630_n,0.004562178072111847,6795,6818,False,0.9966265767087122,630
630_z,0.00014716703458425313,6795,6795,True,1.0,630
630_f,0.00014716703458425313,6795,6795,True,1.0,630
648_ind2,1.0,187851,241103,False,0.7791317403765196,648
648_a,1.0,187851,241103,False,0.7791317403765196,648
648_7,0.906660065690361,187851,240511,False,0.7810495154067797,648
648_2,0.906660065690361,187851,240511,False,0.7810495154067797,648
650_ind1,0.9999037692585919,602718,2497493,False,0.24132920492670049,650
650_ind2,1.0,602718,2497624,False,0.2413165472465031,650
650_a,1.0,602718,2497624,False,0.2413165472465031,650
650_7,0.9983408492860675,602718,2496958,False,0.24138091229407943,650
650_2,0.9992699736858697,602718,2497419,False,0.24133635565357675,650
650_x,0.0696080090523263,602718,829595,False,0.7265207721840174,650
650_z,0.4590969574494208,602718,1518225,False,0.3969885886479277,650
650_y,0.30987128308761314,602718,1258173,False,0.47904223028152726,650
651_ind2,1.0,184291,306421,False,0.6014307113415855,651
651_a,1.0,184291,306421,False,0.6014307113415855,651
651_7,0.9927723003293704,184291,306129,False,0.6020043837728539,651
651_x,0.2538214020218025,184291,248533,False,0.7415152112596718,651
651_y,0.0969879158504756,184291,210020,False,0.8774926197505,651
651_2,0.9970698514848799,184291,306393,False,0.601485673628314,651
651_z,0.002968131921797592,184291,185035,False,0.9959791390817954,651
653_ind1,0.9981920740526468,27656,28382,False,0.9744204073004017,653
653_a,1.0,27656,74882,False,0.36932774231457494,653
655_ind2,1.0,883796,2037032,False,0.43386456373783033,655
655_a,1.0,883796,2037032,False,0.43386456373783033,655
655_7,0.999332425129781,883796,2036955,False,0.43388096447884217,655
655_2,0.9994512308270235,883796,2037002,False,0.43387095348949095,655
655_ind1,1.1314828308795243e-05,883796,883797,False,0.9999988685184493,655
655_x,3.394448492638573e-06,883796,883802,False,0.9999932111491036,655
655_z,7.920379816156669e-06,883796,883805,False,0.9999898167582215,655
655_y,1.1314828308795241e-06,883796,883805,False,0.9999898167582215,655
700_ind1,0.9999936044478933,469076,779261,False,0.6019497960246952,700
700_a,1.0,469076,779261,False,0.6019497960246952,700
700_4,0.9890529466440406,469076,773828,False,0.6061760494580191,700
700_d,0.7246501632997638,469076,747912,False,0.6271807378408155,700
700_7,0.9115047454996632,469076,768928,False,0.6100389113154938,700
700_t,0.03214404488824839,469076,515878,False,0.9092769996006808,700
700_q,0.0025646163947846403,469076,471856,False,0.9941083720457089,700
700_l,0.008506084301904169,469076,480863,False,0.9754878208554204,700
700_ind2,0.029185036113550895,469076,492443,False,0.9525488229094535,700
700_c,0.003091183518235851,469076,471913,False,0.9939882986906485,700
700_b,0.00037307387289053375,469076,469406,False,0.9992969838476713,700
700_i,0.006497880940401982,469076,479900,False,0.9774453011043968,700
700_n,0.005589712541251311,469076,484766,False,0.9676338687119146,700
700_k,0.0017481175758299295,469076,473882,False,0.9898582347504231,700
700_m,0.005065277268502332,469076,483761,False,0.9696441011160469,700
700_r,0.004110208153902566,469076,480790,False,0.9756359325277149,700
700_p,0.0025582208426779456,469076,479706,False,0.9778405940305104,700
700_o,0.002521979380740008,469076,476045,False,0.9853606276717537,700
700_s,2.9845909831242698e-05,469076,469151,False,0.999840136757675,700
700_e,1.9186656320084593e-05,469076,469084,False,0.9999829454852436,700
700_6,2.131850702231621e-06,469076,469076,True,1.0,700
700_x,4.263701404463242e-06,469076,469080,False,0.9999914726699071,700
700_f,1.0659253511158107e-05,469076,469116,False,0.9999147332429505,700
700_g,3.8373312640169185e-05,469076,469166,False,0.9998081702425154,700
710_ind1,1.0,191770,222290,False,0.862701875927842,710
710_a,1.0,191770,222290,False,0.862701875927842,710
710_7,0.9443969338269802,191770,221791,False,0.8646428394299137,710
710_b,0.3668091985190593,191770,214142,False,0.8955272669537037,710
710_4,0.27829170360327476,191770,205476,False,0.9332963460452802,710
710_d,0.015961829274651926,191770,192238,False,0.9975655177436303,710
710_c,0.011560723783699224,191770,192156,False,0.9979912154707633,710
710_n,0.004135161912707931,191770,191950,False,0.9990622557957801,710
