GR_isbn,GR_date,GR_title,GR_rating,GR_ratings_count,GR_reviews,GR_published,GR_1_stars,GR_2_stars,GR_3_stars,GR_4_stars,GR_5_stars
9788027520091.0,2024-06-24 02:44:22,Těžké duše by Iva Hadj Moussa,3.85,52.0,4.0,"February 21, 2024",,,,,
9788076900578.0,2024-06-24 02:44:27,Cokoli píšu by Vladimir Vokolek,3.0,1.0,0.0,"January 1, 2023",,,,,
9788027515745.0,2024-06-24 02:44:29,Uhrwerk by Bogdan Trojak,3.0,4.0,0.0,"January 1, 2023",,,,,
9788020461391.0,2024-06-24 02:44:30,Deník tramvajačky by Karolína Hubková,3.59,17.0,2.0,"May 1, 2023",,,,,
9788076900363.0,2024-06-24 02:44:34,Švank-mayers Bilderlexikon by Jan Švankmajer,2.0,1.0,0.0,"January 1, 2023",,,,,
9788026726111.0,2024-06-24 02:44:36,Tichá pošta by Tereza Herzogová,4.22,9.0,2.0,"February 22, 2024",,,,,
9788026724421.0,2024-06-24 02:44:41,Pražačka na vsi by Soňa Paleta,2.93,14.0,2.0,"March 21, 2023",,,,,
9788024292120.0,2024-06-24 02:44:45,Řeka pod hladinou: vědomím proti času by Pavel Kolář,2.67,3.0,0.0,"January 1, 2023",,,,,
9788027910236.0,2024-06-24 02:44:53,Kdo ti píše? by Dagmar Digma Čechová,4.33,3.0,1.0,"January 1, 2023",,,,,
9788027606566.0,2024-06-24 02:44:55,"Případ ambiciózního démona (Mýtoversum, #1) by Martina Eretová",3.9,10.0,3.0,"October 27, 2023",,,,,
9788026446118.0,2024-06-24 02:45:00,Deníček Camille G: Spešl by Camille G,3.0,3.0,1.0,"January 1, 2023",,,,,
9788076509535.0,2024-06-24 02:45:08,Šalvěj a Meruňka by Jana Musálková Jeckelová,0.0,0.0,0.0,"May 15, 2023",,,,,
9788075885722.0,2024-06-24 02:45:10,"Láska, smrt a všechno zlý by Martin Paytok",4.43,30.0,7.0,"March 4, 2024",,,,,
9788025740910.0,2024-06-24 02:45:16,Až ke křížku by Klára Teršová,3.18,11.0,1.0,"January 1, 2023",,,,,
9788027150380.0,2024-06-24 02:45:17,Malé tečky světla by Zuzana Švédová,4.5,2.0,0.0,"November 20, 2023",,,,,
9788076019300.0,2024-06-24 02:45:20,Labuť a lovec by Jiří Březina,3.63,16.0,4.0,"April 18, 2024",,,,,
9788027517602.0,2024-06-24 02:45:25,Století na vlnách by Markéta Hejkalová,3.5,4.0,1.0,"January 1, 2023",,,,,
9788027913114.0,2024-06-24 02:45:27,Poslední zvonění pro vraha by Jana Hrabovská,3.0,1.0,1.0,"January 1, 2024",,,,,
9788025744307.0,2024-06-24 02:45:30,Radikální potřeby by Tereza Semotamová,3.75,8.0,2.0,"January 1, 2024",,,,,
9788027515264.0,2024-06-24 02:45:32,Násilí by Alexander Staffa,2.67,3.0,1.0,"February 28, 2023",,,,,
9788088635505.0,2024-06-24 02:45:37,Bezejmenná touha by Honza Vojtíšek,3.8,5.0,0.0,"February 26, 2024",,,,,
9788076832947.0,2024-06-24 02:45:39,Jiné místo by Kateřina Karolová,3.49,117.0,21.0,"January 1, 2023",,,,,
9788076900387.0,2024-06-24 02:45:42,Úzkost je rozkoš II/II: … nejsem nebudu nebyl jsem by Karel Šebek,5.0,2.0,0.0,"January 1, 2023",,,,,
9788024953571.0,2024-06-24 02:45:49,Dálnice by Lenka Potůčková,0.0,0.0,0.0,"April 1, 2024",,,,,
9788027907977.0,2024-06-24 02:45:53,Možná už zítra by Šárka Hieková,5.0,3.0,1.0,"January 1, 2023",,,,,
9788090856837.0,2024-06-24 02:45:55,Pommes frites by Jan Valík,1.5,2.0,0.0,"January 1, 2023",,,,,
9788027741137.0,2024-06-24 02:45:57,"Černá smečka (Tobiášův řád, #1) by František Kotleta",4.02,96.0,16.0,"November 27, 2023",,,,,
9788027715008.0,2024-06-24 02:46:08,Proměna by David Věrný,4.33,9.0,2.0,"January 1, 2023",,,,,
9788026446101.0,2024-06-24 02:46:17,Past na sňatkového podvodníka by Martina Boučková,4.2,5.0,1.0,"February 16, 2023",,,,,
9788024651729.0,2024-06-24 02:46:23,Transfigured Night (Modern Czech Classics) by Libuše Moníková,3.67,9.0,3.0,"September 19, 2023",,,,,
9788027724017.0,2024-06-24 02:46:27,Gump - Jsme dvojka by Filip Rožek,4.36,45.0,7.0,"January 1, 2023",,,,,
9788076508934.0,2024-06-24 02:46:30,Sídliště Svět by Iva Kokinopulosová,4.25,16.0,5.0,"January 30, 2023",,,,,
9788075211255.0,2024-06-24 02:46:33,Návrh by Hana Kosáková,4.0,1.0,0.0,"January 1, 2023",,,,,
9788027910182.0,2024-06-24 02:46:36,Sagittarius by Václav Křivanec,2.56,9.0,1.0,"January 1, 2023",,,,,
9788026724759.0,2024-06-24 02:46:37,Proti srsti by Klára Mandausová,4.5,4.0,1.0,"January 1, 2023",,,,,
9788088641018.0,2024-06-24 02:46:41,"Rád čichám ke zvířatům, která jsi vycpala ty by Luboš Svoboda",4.14,14.0,2.0,"January 1, 2023",,,,,
9788027908066.0,2024-06-24 02:48:58,Na králův příkaz (Ondřej z Rohatce #3) by František Niedl,4.04,25.0,2.0,"March 5, 2023",,,,,
9788025742303.0,2024-06-24 02:49:01,Evropanka: Historky z Polesí by Alexej Sevruk,3.94,18.0,1.0,"January 1, 2023",,,,,
9788090837690.0,2024-06-24 02:49:03,Z pera knihomolů: 11 povídek od českých a slovenských knižních blogerů by Eliška Hronová,3.82,152.0,31.0,"March 31, 2023",,,,,
9788020721723.0,2024-06-24 02:49:06,Žena ve tvaru sklenice by Irena Šťastná,3.4,5.0,0.0,"January 1, 2023",,,,,
9788072605712.0,2024-06-24 02:49:08,Toyen: první dáma surrealismu by Andrea Sedláčková,4.96,24.0,5.0,"January 1, 2023",,,,,
9788088488545.0,2024-06-24 02:49:16,Sto skořápek podruhé by Pavel Skořepa,4.33,3.0,2.0,"January 1, 2023",,,,,
9788026724636.0,2024-06-24 02:49:18,Na plný koule by Petra Klabouchová,3.6,5.0,2.0,"January 1, 2023",,,,,
9788075884701.0,2024-06-24 02:49:20,"Strašidlo minulosti (Ota Fink, #8) by Jaroslav Velinský",4.31,13.0,3.0,"January 1, 2023",,,,,
9788075884091.0,2024-06-24 02:49:22,Stříbrný měsíc by Ondřej S. Nečas,3.44,9.0,1.0,"January 1, 2023",,,,,
9788020615190.0,2024-06-24 02:49:23,Klekánice by Tereza Bartošová,3.67,43.0,7.0,"January 1, 2023",,,,,
9788025743126.0,2024-06-24 02:49:30,"Náraz, Prales (Trujkunt, #6) by Petr Sagitarius",3.1,10.0,0.0,"January 1, 2024",,,,,
9788074434990.0,2024-06-24 02:49:33,London Calling by Krista Kašpar,3.67,3.0,0.0,"January 1, 2023",,,,,
9788011035594.0,2024-06-24 02:49:36,Ztracenné by Michelle Losekoot,4.21,163.0,23.0,"January 1, 2023",,,,,
9788025741306.0,2024-06-24 02:49:40,Tam uvnitř něco je by Tomáš Peřina,4.88,8.0,0.0,"January 1, 2023",,,,,
9788026726463.0,2024-06-24 02:49:42,Odvaha by Markéta Lukášková,4.42,113.0,12.0,"May 16, 2024",,,,,
9788074043741.0,2024-06-24 02:49:46,Zloděj tváří by Arnošt Vašíček,3.0,4.0,2.0,"January 1, 2023",,,,,
9788088467649.0,2024-06-24 02:49:49,Koloušek by Jana Bernášková,3.43,56.0,8.0,"January 1, 2023",,,,,
9788088378365.0,2024-06-24 02:49:55,Strastiplná robotí existence by Taťána Rubášová,4.6,5.0,1.0,"October 1, 2023",,,,,
9788076900370.0,2024-06-24 02:50:01,Úzkost je rozkoš I/II: …s posvátným hrncem na hlavě by Karel Šebek,5.0,2.0,0.0,"January 1, 2023",,,,,
9788088488446.0,2024-06-24 02:50:05,Vrčící naděje by Lenka Hnátová,3.22,9.0,1.0,"January 1, 2023",,,,,
9788076650206.0,2024-06-24 02:50:09,Pan primář v praxi by Pan primář,4.6,5.0,2.0,"January 1, 2023",,,,,
9788088456179.0,2024-06-24 02:50:11,Prarady a jiné písně by Pavel Novotný,3.0,1.0,0.0,"January 1, 2023",,,,,
9788024953724.0,2024-06-24 02:50:13,Promrhaná něha by Jan  Šimek,1.0,1.0,1.0,"April 12, 2024",,,,,
9788074229350.0,2024-06-24 02:50:18,Severka by Nina Špitálníková,4.46,858.0,63.0,"September 22, 2023",,,,,
9788076912403.0,2024-06-24 02:50:22,Továrna na skořápky by Jiří Čechal,2.5,2.0,0.0,"January 1, 2023",,,,,
9788088346258.0,2024-06-24 02:50:25,Lionet & jiné podivné případy by Jana Šouflová,4.2,5.0,1.0,"October 13, 2023",,,,,
9788074435294.0,2024-06-24 02:50:28,Nanebevzetí doktora Fausta by Milan Uhde,0.0,0.0,0.0,"June 10, 2024",,,,,
9788088488897.0,2024-06-24 02:50:32,Na hraně apokalypsy by Ales Cerny,0.0,0.0,0.0,"January 1, 2024",,,,,
9788075513045.0,2024-06-24 02:50:36,Wavesbury: Romance pod gilotinou by David Návara,4.0,1.0,0.0,"August 21, 2023",,,,,
9788081116148.0,2024-06-24 02:50:38,„Jmenuji se Eva…“ by Jana Mirovská,4.43,7.0,3.0,"January 1, 2023",,,,,
9788027151448.0,2024-06-24 02:50:40,Božské Hamižnice  (#6 Morgavsa & Morgana) by Petr Kopl,4.83,6.0,1.0,"January 1, 2024",,,,,
9788076111226.0,2024-06-24 02:50:44,Gazely by Patrik Hartl,3.73,429.0,27.0,"October 13, 2023",,,,,
9788024295947.0,2024-06-24 02:50:48,Někdo z nás by Kristýna Trpková,3.71,65.0,9.0,"March 1, 2024",,,,,
9788076509832.0,2024-06-24 02:50:51,"Všechno, co jsem zapomněla by Adéla Chrástecká",4.0,7.0,2.0,"January 30, 2023",,,,,
9788074754357.0,2024-06-24 02:50:52,Nevěsta na útěku by Alexander Stainforth,5.0,2.0,1.0,"January 1, 2023",,,,,
9788088346272.0,2024-06-24 02:50:53,Meč a jeho rytíř by Radovan Kolbaba,4.14,7.0,2.0,"November 3, 2023",,,,,
9788073294847.0,2024-06-24 02:50:57,Trnková zima by Anna Malchárková,5.0,1.0,1.0,"January 1, 2023",,,,,
9788074565694.0,2024-06-24 02:51:02,Tanec na sopce by Petr Heteša,5.0,1.0,0.0,"May 5, 2024",,,,,
9788027520473.0,2024-06-24 02:51:03,Pacanka by Klára Elšíková,4.13,8.0,3.0,"January 1, 2024",,,,,
9788024288734.0,2024-06-24 02:51:06,Prokletí domu U Dvou růží by Jan  Bauer,0.0,0.0,0.0,"January 1, 2023",,,,,
9788074565441.0,2024-06-24 02:51:10,"Bílá jako sůl (Poslední velkoměsto, #5) by Vladimír Šlechta",4.14,7.0,0.0,"September 1, 2023",,,,,
9788082520791.0,2024-06-24 02:51:13,Sexi a divoko by Stela Rouge,5.0,1.0,0.0,"April 1, 2024",,,,,
9788090880542.0,2024-06-24 02:51:18,Příběhy z Orlických hor v komiksech by Radek Drahný,3.0,1.0,0.0,"January 1, 2023",,,,,
9788027908103.0,2024-06-24 02:51:26,Tajemství by Pavel   Kohout,4.0,2.0,1.0,"January 1, 2023",,,,,
9788027909988.0,2024-06-24 02:51:28,Vražedná krása by Jaroslava Černá,5.0,1.0,1.0,"January 1, 2023",,,,,
9788027722785.0,2024-06-24 02:51:32,Tenkrát v Texasu by Jan Hlubek,2.33,3.0,0.0,"February 7, 2024",,,,,
9788024288840.0,2024-06-24 02:51:34,Když umřel Bowie by Andrea Rourke,3.64,14.0,0.0,"April 25, 2023",,,,,
9788026724551.0,2024-06-24 02:51:37,Josefíně všichni lžou by Kateřina Pantovič,3.91,263.0,17.0,"March 28, 2023",,,,,
9788027515615.0,2024-06-24 02:51:40,Srpny by Jakub Stanjura,4.32,1112.0,128.0,"May 23, 2023",,,,,
9788027913084.0,2024-06-24 02:51:50,Panoptikum pana Perkinse by Ilona Dobrovolná,4.71,7.0,3.0,"February 26, 2024",,,,,
9788088635451.0,2024-06-24 02:51:53,Vymazlené vraždy 3 by Milan Skála,5.0,2.0,1.0,"November 27, 2023",,,,,
9788024950259.0,2024-06-24 02:51:55,V pasti by Klára Janečková,3.17,6.0,1.0,"February 1, 2023",,,,,
9788027137756.0,2024-06-24 02:51:57,Řecké štěstí by Kateřina Panou,4.0,21.0,5.0,"April 13, 2023",,,,,
9788026446965.0,2024-06-24 02:51:59,Věčně věrný nepřítel - anorexie by Michaela Hošková,3.0,5.0,2.0,"January 1, 2023",,,,,
9788072444892.0,2024-06-24 02:52:01,Učitelka angličtiny by Magda Váňová,3.67,6.0,0.0,"February 24, 2023",,,,,
9788024298160.0,2024-06-24 02:52:04,Tři Sekery by Kateřina Surmanová,3.8,5.0,3.0,"June 1, 2024",,,,,
9788088067733.0,2024-06-24 02:52:07,V pekle jsme všichni Hébert by Madla Pospíšilová Karasová,4.32,19.0,4.0,"February 27, 2023",,,,,
9788074565489.0,2024-06-24 02:52:09,Necrobox by Petr Heteša,3.8,5.0,3.0,"September 1, 2023",,,,,
9788076509986.0,2024-06-24 02:52:11,Pomíjivost by Tereza Marková,3.7600000000000002,33.0,8.0,"April 17, 2023",,,,,
9788076910010.0,2024-06-24 02:52:14,Zoufalky aneb Rande jak cyp by Ivana Hlubinková Kožmínová,3.67,3.0,1.0,"January 30, 2023",,,,,
9788027722389.0,2024-06-24 02:52:17,Koruna otráveného stromu by Vlaďka Sacká,3.38,8.0,2.0,"January 1, 2023",,,,,
9788024289472.0,2024-06-24 02:52:19,Sochař by Artur Janoušek,3.25,4.0,1.0,"January 1, 2023",,,,,
9788076339651.0,2024-06-24 02:52:21,Poslední Přemyslovna: Vzdor a láska princezny Anežky by Melita Denková,1.0,2.0,1.0,"January 1, 2023",,,,,
9788088308874.0,2024-06-24 02:52:29,Sedm sester z Moany Hebe by Marie Tučková,0.0,0.0,0.0,"January 1, 2023",,,,,
9788026724230.0,2024-06-24 02:52:31,Vodník by Tereza Bartošová,4.03,60.0,12.0,"February 9, 2023",,,,,
9788024288550.0,2024-06-24 02:52:34,Těla by Klára Vlasáková,3.94,843.0,78.0,"January 1, 2023",,,,,
9788088635598.0,2024-06-24 02:52:38,Řeka ztracených duší by Václav Votruba,0.0,0.0,0.0,"May 27, 2024",,,,,
9788088488699.0,2024-06-24 02:52:42,Hellbound by Theresa Black,4.1,10.0,3.0,"January 1, 2023",,,,,
9788076912854.0,2024-06-24 02:52:44,Sci-fi povídky z Jesenicka by Tomáš Neuwirth,4.0,1.0,1.0,"February 15, 2024",,,,,
9788024296760.0,2024-06-24 02:52:48,Vražedná splátka by David Urban,3.5,2.0,0.0,"April 1, 2024",,,,,
9788076560741.0,2024-06-24 02:52:54,"Námořník továrníkem (Povolání Volman, #2) by Petra Braunová",4.0,1.0,0.0,"January 1, 2023",,,,,
9788020721877.0,2024-06-24 02:53:02,"Tiše, aby nás neslyšel… by Ondřej Macura",4.67,3.0,0.0,"October 30, 2023",,,,,
9788090876422.0,2024-06-24 02:53:04,Nebe a dudy by Slavomír Kudláček,3.0,1.0,0.0,"January 1, 2023",,,,,
9788026724285.0,2024-06-24 02:53:06,Deník Věrky Kohnové by Jana Poncarová,4.09,45.0,8.0,"February 23, 2023",,,,,
9788024296159.0,2024-06-24 02:53:10,TMBooK 2023 by TMBK,3.5,2.0,0.0,"January 1, 2023",,,,,
9788074435003.0,2024-06-24 02:53:13,Dům U Orobinců by Ondřej Krystyník,4.86,7.0,1.0,"January 1, 2023",,,,,
9788025741429.0,2024-06-24 02:53:15,Poslední kacíř by Martin Chadima,2.88,8.0,2.0,"January 1, 2023",,,,,
9788027801961.0,2024-06-24 02:53:18,"Slepý hon (Kladivo na čaroděje, #13) by Jiří Pavlovský",5.0,1.0,0.0,"June 19, 2024",,,,,
9788027515967.0,2024-06-24 02:53:20,Zbabělí hrdinové by Simona Bohatá,3.38,8.0,1.0,"January 1, 2023",,,,,
9788088437109.0,2024-06-24 02:53:23,Krvavý náhrobek by Anna Beatrix Bártová,3.3,10.0,5.0,"June 1, 2023",,,,,
9788027152728.0,2024-06-24 02:53:26,Divoká Afrika by M.K.  Hardy,4.17,6.0,2.0,"May 1, 2024",,,,,
9788024287478.0,2024-06-24 02:53:29,Zlé časy by Michal Březina,3.0,4.0,2.0,"February 1, 2023",,,,,
9788088218128.0,2024-06-24 02:53:38,Muriel vrtá mrtvou hlavu by František Dryje,4.0,1.0,0.0,"January 1, 2023",,,,,
9788027151981.0,2024-06-24 02:53:40,Četi nejsou by Zdeněk Svěrák,3.2,5.0,1.0,"October 18, 2023",,,,,
9788011033576.0,2024-06-24 02:53:42,Sedmá vražda by Miroslav Skačáni,0.0,0.0,0.0,"January 1, 2023",,,,,
9788025741863.0,2024-06-24 02:53:44,Amsterodamské vigilie by Lenka Horňáková-Civade,3.38,13.0,4.0,"January 1, 2023",,,,,
9788075212160.0,2024-06-24 02:53:51,Puma M by Kristina Láníková,4.33,12.0,0.0,"November 23, 2023",,,,,
9788027518128.0,2024-06-24 02:53:54,Vyhoření by Petr Šesták,3.73,100.0,17.0,"January 1, 2023",,,,,
9788074565359.0,2024-06-24 02:53:58,Hrdinové českých zemí by Jan Kotouč,3.55,11.0,1.0,"January 1, 2023",,,,,
9788072444977.0,2024-06-24 02:54:04,První král by Ludmila Vaňková,5.0,1.0,0.0,"January 1, 2023",,,,,
9788027907823.0,2024-06-24 02:54:06,Rozbité světy by Markéta Prášková,4.4,20.0,4.0,"February 28, 2023",,,,,
9788090832503.0,2024-06-24 02:54:08,Nevím by Josef Formánek,3.67,3.0,1.0,"January 1, 2023",,,,,
9788088482116.0,2024-06-24 02:54:10,Tak akorát čas jít domů by Xerodoth Sigmius,1.0,1.0,0.0,"January 1, 2023",,,,,
9788072529704.0,2024-06-24 02:54:12,Hranice zvrhlosti by Jan  Urban,3.2,15.0,3.0,"May 15, 2023",,,,,
9788027801145.0,2024-06-24 02:54:16,Prázdnota by Michaela Merglová,3.58,38.0,14.0,"January 1, 2023",,,,,
9788027907847.0,2024-06-24 02:54:20,Vyplavená smrt by Tomáš Klimek,1.0,2.0,2.0,"January 1, 2023",,,,,
9788025742778.0,2024-06-24 02:54:23,Výstava chameleonů by Filip Mikuš,4.5,2.0,0.0,"January 1, 2023",,,,,
9788075941336.0,2024-06-24 02:54:25,Lovci monster - Fantom by Larry Correia,4.02,51.0,14.0,"April 17, 2023",,,,,
9788074926723.0,2024-06-24 02:54:30,Z Babylonu do Silicon Valley a zpět? by Jan Jakub Šalomoun,4.5,2.0,1.0,"January 1, 2023",,,,,
9788025740927.0,2024-06-24 02:54:36,Kateřina v říši kimči by Kateřina Kang,4.16,96.0,10.0,"January 1, 2023",,,,,
9788027515400.0,2024-06-24 02:54:40,U severní zdi by Petra Klabouchová,4.72,377.0,51.0,"March 1, 2023",,,,,
9788074434600.0,2024-06-24 02:54:43,Démonoskopie by Ondřej Kyas,4.33,6.0,1.0,"January 1, 2023",,,,,
9788076374041.0,2024-06-24 02:54:46,Láska je kurva a jiné povídky by Petr Šabach,3.7,10.0,1.0,"October 1, 2023",,,,,
9788090917415.0,2024-06-24 02:54:48,Hodina hromu by Lenka Poláčková,4.69,16.0,6.0,"May 15, 2024",,,,,
9788076911215.0,2024-06-24 02:54:52,Devatero hádek by Zuzana Koukalová,4.0,2.0,0.0,"September 25, 2023",,,,,
9788075304278.0,2024-06-24 02:54:53,Poslední divoké objetí by Luděk Čertík,4.5,2.0,1.0,"June 14, 2023",,,,,
9788088488743.0,2024-06-24 02:54:58,Kam odcházejí sny by Petra Fido,4.0,5.0,2.0,"November 14, 2023",,,,,
9788024286136.0,2024-06-24 02:55:02,Vetřelec by Kristýna Trpková,4.11,114.0,9.0,"March 1, 2023",,,,,
9788025741078.0,2024-06-24 02:55:07,Rozehraný život by Lubomir Kavalek,4.0,1.0,0.0,"May 10, 2023",,,,,
9788072278893.0,2024-06-24 02:55:09,Matka měla ráda třešně by Jiří Dynka,3.5,2.0,0.0,"January 1, 2023",,,,,
9788027908172.0,2024-06-24 02:55:11,Podívej se podruhé... by Dagmar Digma Čechová,3.7,10.0,2.0,"January 1, 2023",,,,,
9788076900837.0,2024-06-24 02:55:18,"Když chcípat, tak správně by Karel Šebek",5.0,1.0,0.0,"January 1, 2024",,,,,
9788027514281.0,2024-06-24 02:55:19,Tajný život domorodců by Jan Kholl,3.38,8.0,1.0,"January 1, 2023",,,,,
9788027909995.0,2024-06-24 02:55:23,Bůh lovu by Věra Mertlíková,3.5,4.0,1.0,"January 1, 2023",,,,,
9788027801589.0,2024-06-24 02:55:24,"Magická swingers party (Tomáš Kosek, #1-4) by František Kotleta",4.33,3.0,0.0,"December 7, 2023",,,,,
9788075304186.0,2024-06-24 02:55:30,Fragmenty devoluce by Tomáš Král,4.0,1.0,0.0,"January 1, 2023",,,,,
9788027907915.0,2024-06-24 02:55:33,Z kamene a z vápna by Martin Nesměrák,2.5,2.0,0.0,"January 1, 2023",,,,,
9788076900554.0,2024-06-24 02:55:35,Já papír vím o stromech… by Sona Kocianova,4.5,2.0,0.0,"January 1, 2023",,,,,
9788026725947.0,2024-06-24 02:55:38,Rande by Halina Pawlowská,3.14,7.0,1.0,"November 9, 2023",,,,,
9788024951898.0,2024-06-24 02:55:43,Svatební historky aneb Jak jsem se nevdala by Lucie Macháčková,3.74,78.0,13.0,"January 1, 2023",,,,,
9788076338630.0,2024-06-24 02:55:47,Ohnivá stopa by Karel Cubeca,3.25,4.0,0.0,"January 1, 2023",,,,,
9788027908097.0,2024-06-24 02:55:49,Sudetský dům II by Štěpán Javůrek,4.18,103.0,7.0,"January 1, 2023",,,,,
9788024951577.0,2024-06-24 02:55:55,Bobky a fajnový koření by Zuzana Hubeňáková,3.33,3.0,1.0,"September 1, 2023",,,,,
9788074435201.0,2024-06-24 02:55:58,Možnosti přehlíženého by Sufian Massalema,4.25,4.0,1.0,"May 9, 2024",,,,,
9788027910106.0,2024-06-24 02:56:02,Předloha pro vraždu by Eva Mašková,2.67,3.0,2.0,"January 1, 2023",,,,,
9788024951706.0,2024-06-24 02:56:08,Italské mentolky by Marta Kučíková,3.71,7.0,3.0,"September 1, 2023",,,,,
9788075089502.0,2024-06-24 02:56:10,Pod křídly Velkého krkavce by Ondřej Pivoda,5.0,1.0,0.0,"December 1, 2023",,,,,
9788027904853.0,2024-06-24 02:56:12,Boží potměšilost by Zdeněk Řehák,2.0,1.0,0.0,"January 1, 2023",,,,,
9788026448464.0,2024-06-24 02:56:14,Deníček Camille G: Troječka by Camille G,4.0,1.0,0.0,"January 1, 2023",,,,,
9788074434976.0,2024-06-24 02:56:16,Hořím v kameni by Marie Jehličková,4.33,3.0,3.0,"June 1, 2023",,,,,
9788027517619.0,2024-06-24 02:56:19,Pláňata by Petra Dvořáková,3.82,297.0,29.0,"October 1, 2023",,,,,
9788073358495.0,2024-06-24 02:56:23,"Tam, kde nejsi by Lenka Sadílková",3.2,5.0,0.0,"March 1, 2023",,,,,
9788088483502.0,2024-06-24 02:56:25,Psina s princem by Petra Nachtmanová,0.0,0.0,0.0,"January 1, 2023",,,,,
9788076373389.0,2024-06-24 02:56:27,Ekstase by Jakub Šponer,3.85,52.0,3.0,"February 1, 2023",,,,,
9788026724964.0,2024-06-24 02:56:32,Mezi nimi by Veronika González,4.1,59.0,6.0,"January 1, 2023",,,,,
9788075884374.0,2024-06-24 02:56:40,"Stará béčková legenda (Stará béčková legenda, #1) by Shigor Birdman",4.13,24.0,6.0,"April 3, 2023",,,,,
9788090910102.0,2024-06-24 02:56:43,Jedna k jedný by Jakub Guman,3.0,4.0,1.0,"December 1, 2023",,,,,
9788027907830.0,2024-06-24 02:56:46,"Se džbánem pro vodu (Martin Stein, #2) by Marie Horová",3.75,8.0,0.0,"January 1, 2023",,,,,
9788024293271.0,2024-06-24 02:56:52,Největší záhady zločinu by Jaroslav V. Mareš,3.71,7.0,2.0,"January 1, 2023",,,,,
9788026725220.0,2024-06-24 02:57:01,Hotel Atlantic by Barbora Šťastná,4.28,46.0,8.0,"January 1, 2023",,,,,
9788075885760.0,2024-06-24 02:57:04,"V jámě lvové (UTSS Salamis, #5) by Jakub Mařík",4.18,17.0,2.0,"March 4, 2024",,,,,
9788024290232.0,2024-06-24 02:57:05,Pláč němého boha - 2. svazek by Tereza Matoušková,4.2,20.0,4.0,"September 15, 2023",,,,,
9788027720613.0,2024-06-24 02:57:08,Černobyl: Pád Atomgradu by Matyáš Namai,4.2,90.0,58.0,"September 20, 2023",,,,,
9788088488392.0,2024-06-24 02:57:12,Paní jara by Leandra Sold,3.95,20.0,6.0,"January 1, 2023",,,,,
9788024295893.0,2024-06-24 02:57:16,Šťastně až na věky by Jana Počtová,4.0,9.0,1.0,"February 1, 2024",,,,,
9788027801336.0,2024-06-24 02:57:18,Práh: Mezi půlnocí a ďáblem by Petr  Urban,3.0,4.0,0.0,"March 20, 2024",,,,,
9788011032210.0,2024-06-24 02:57:20,Veterinářka vypráví by Lýdia Suková,4.2,5.0,0.0,"January 1, 2023",,,,,
9788024951713.0,2024-06-24 02:57:23,Kam jede tohle nástupiště by Iva Pekárková,3.85,13.0,2.0,"October 1, 2023",,,,,
9788027518234.0,2024-06-24 02:57:26,Čokoládová krev by Radka Denemarková,4.2,66.0,10.0,"December 6, 2023",,,,,
9788027151783.0,2024-06-24 02:57:30,Rty s příchutí vína by Aleš Novotný,3.73,40.0,12.0,"January 1, 2023",,,,,
9788027910045.0,2024-06-24 02:57:32,smrt hraje vrhcáby by Martina Novotná,3.0,1.0,0.0,"January 1, 2023",,,,,
9788074433986.0,2024-06-24 02:59:45,Sebrané básně IV by Petr Král,5.0,1.0,0.0,"January 1, 2023",,,,,
9788027722976.0,2024-06-24 02:59:46,Prokletá Mimzie by Tess M. Puffrová,4.36,14.0,2.0,"November 25, 2023",,,,,
9788027714117.0,2024-06-24 02:59:49,Smrková Tišina by Kristýna Sládečková,3.08,12.0,2.0,"January 1, 2023",,,,,
9788074565403.0,2024-06-24 02:59:52,Strnadův efekt by Jan Kotouč,4.3,27.0,5.0,"January 1, 2023",,,,,
9788024288390.0,2024-06-24 02:59:59,Trampoty člověka Sekory: Grafický román – gamebook by Barbora Šalamounová,4.0,2.0,0.0,"April 26, 2024",,,,,
9788076339538.0,2024-06-24 03:00:02,Písnička pro Klaudii by Petra Langová,3.8,10.0,1.0,"May 12, 2023",,,,,
9788076110809.0,2024-06-24 03:00:04,Zpověď posledního mnicha by František Kalenda,3.67,6.0,1.0,"May 2, 2023",,,,,
9788090818545.0,2024-06-24 03:00:07,"Varlén 10,11,12 by S.d.Ch.",0.0,0.0,0.0,"November 1, 2023",,,,,
9788082860019.0,2024-06-24 03:00:13,Na kolenách by Alica Cárska,3.78,46.0,10.0,"January 1, 2023",,,,,
9788026724278.0,2024-06-24 03:00:17,Příběh akvamarínu by Miriam Blahová,4.31,32.0,10.0,"February 16, 2023",,,,,
9788075304407.0,2024-06-24 03:00:25,Pozastavené stmívání by Stanislav Dvorský,4.0,3.0,1.0,"January 1, 2023",,,,,
9788024292885.0,2024-06-24 03:00:28,Srdce z ledu by Jitka Ludvíková,4.63,8.0,1.0,"October 1, 2023",,,,,
9788088362166.0,2024-06-24 03:00:32,"Šikmý kostel 3: románová kronika ztraceného města, léta 1945–1961 by Karin Lednická",4.74,231.0,25.0,"April 18, 2024",,,,,
9788074504389.0,2024-06-24 03:00:36,Kříž z kamene by Oldřich Selucký,0.0,0.0,0.0,"May 1, 2023",,,,,
9788088635376.0,2024-06-24 03:00:39,Temné stránky by Roman Bílek,3.63,8.0,2.0,"November 12, 2023",,,,,
9788075886217.0,2024-06-24 03:00:44,Čas krmení by Tomáš Sekerka,5.0,1.0,0.0,"May 20, 2024",,,,,
9788025743188.0,2024-06-24 03:00:48,Rváčov 2 by Džian Baban,3.8,5.0,0.0,"January 1, 2023",,,,,
