GR_isbn,GR_date,GR_title,GR_rating,GR_ratings_count,GR_reviews,GR_published,GR_1_stars,GR_2_stars,GR_3_stars,GR_4_stars,GR_5_stars
9788027150854.0,2024-08-05 03:48:04,Lovci lidí: Revizorské humoresky by Vladimír Dyk,0.0,0.0,0.0,"July 13, 2023",,,,,
9788076624931.0,2024-08-05 03:48:06,"Kniha, kterou posypal hvězdný prach by Nora Eckhardtová",3.49,89.0,12.0,"August 1, 2023",,,,,
9788020463029.0,2024-08-05 03:48:09,Když za nás Bůh netahá kaštany z ohně by Renata Kalenská,3.33,12.0,2.0,"March 28, 2024",,,,,
9788027517701.0,2024-08-05 03:48:11,Lenochod Jimmy & jeho backup band by Pavel Bareš,4.15,147.0,32.0,"October 3, 2023",,,,,
9788087780398.0,2024-08-05 03:48:17,Amen = Amen by Ilona Ferková,3.6,5.0,0.0,"January 1, 2023",,,,,
9788074565779.0,2024-08-05 03:48:18,"Komanda Omega (Centrální impérium: Omega, #1) by Jan Kotouč",4.0,5.0,2.0,"May 22, 2024",,,,,
9788089550944.0,2024-08-05 03:48:21,Magus by Kamil Zbruž,1.0,1.0,0.0,"January 1, 2023",,,,,
9788024292342.0,2024-08-05 03:48:23,Zvedá se vítr by Kateřina Surmanová,3.72,109.0,17.0,"September 1, 2023",,,,,
9788026511151.0,2024-08-05 03:48:28,Sundat se jak fénix by Martina Babišová,3.64,11.0,2.0,"March 16, 2023",,,,,
9788076911635.0,2024-08-05 03:48:31,Svět v mé hlavě by Valentýna Coufalová,0.0,0.0,0.0,"August 7, 2023",,,,,
9788088067993.0,2024-08-05 03:48:33,Sešívance: Druhý steh by Honza Vojtíšek,3.6,5.0,1.0,"January 1, 2023",,,,,
9788011039202.0,2024-08-05 03:48:37,"Cesta dvou, Afrika by Tom Jurka",5.0,5.0,2.0,"December 1, 2023",,,,,
9788076455146.0,2024-08-05 03:48:42,Hory dávají chléb: Zlomek kroniky hor by Miloš Gerstner,3.0,1.0,0.0,"January 1, 2023",,,,,
9788027908042.0,2024-08-05 03:48:43,Když se mnou půjdeš tajgou by Helena Drdlová,4.0,7.0,2.0,"January 1, 2023",,,,,
9788024950242.0,2024-08-05 03:48:45,Někdy je potřeba prohodit role by Eva Vychodilová,4.0,8.0,0.0,"January 1, 2023",,,,,
9788075464620.0,2024-08-05 03:48:46,Trnitá cesta by Sarah Parsley,3.5,4.0,0.0,"January 1, 2023",,,,,
9788027722372.0,2024-08-05 03:48:49,Teorie býka by Magdalena Maxová,3.7600000000000002,34.0,5.0,"September 27, 2023",,,,,
9788090875968.0,2024-08-05 03:48:51,Bohumil by Veronika Hájek Hurdová,4.09,23.0,0.0,"January 1, 2023",,,,,
9788027517886.0,2024-08-05 03:48:54,Legendy a litanie by Radek Malý,4.0,1.0,0.0,"January 1, 2023",,,,,
9788024292847.0,2024-08-05 03:48:56,"Fialky, tajemství a jiné povídky by Daniela Fischerová",3.94,16.0,2.0,"September 1, 2023",,,,,
9788074076459.0,2024-08-05 03:49:03,Jitřní záře by Dan Wlodarzcyk,3.0,1.0,0.0,"January 1, 2024",,,,,
9788075211224.0,2024-08-05 03:49:06,Výlet do Schengenu / Můj jediný čtenář by Jonáš Hájek,3.67,6.0,2.0,"January 1, 2023",,,,,
9788024295527.0,2024-08-05 03:49:11,Neonová cizinka by Filip Klouda,4.13,16.0,3.0,"January 18, 2024",,,,,
9788024286808.0,2024-08-05 03:49:13,Rodiny a rodinky by Alena Mornštajnová,3.54,13.0,0.0,"January 1, 2023",,,,,
9788090878501.0,2024-08-05 03:49:16,Vina a trest by Veronika Martinková,3.6,5.0,1.0,"January 1, 2023",,,,,
9788074434891.0,2024-08-05 03:49:18,Nějaké ženy a jacísi muži by Alena Zemančíková,3.67,3.0,0.0,"January 1, 2023",,,,,
9788076373853.0,2024-08-05 03:49:21,Ještě jeden level by Ondřej Trhoň,4.44,16.0,4.0,"May 1, 2024",,,,,
9788075089519.0,2024-08-05 03:49:24,Cesta hadí kánoe: Mýty a legendy Jižní Ameriky by Ondřej Pivoda,5.0,1.0,0.0,"January 1, 2023",,,,,
9788088367291.0,2024-08-05 03:49:27,I smutek byl jen sen. Poezie Josefa Kocourka by Josef Kocourek,4.0,1.0,0.0,"January 1, 2023",,,,,
9788027518111.0,2024-08-05 03:49:30,Taneční hodiny dělníků dřevařského závodu by Václav Vomáčka,0.0,0.0,0.0,"January 1, 2023",,,,,
9788027907717.0,2024-08-05 03:49:31,Koniáš kontra Špork by Jiří Dobrylovský,3.5,2.0,0.0,"January 1, 2023",,,,,
9788027515516.0,2024-08-05 03:49:34,"Lampář, lodivodka a kluk z továrny na slzy by Kateřina Havlíková",3.79,38.0,11.0,"April 1, 2023",,,,,
9798373986052.0,2024-08-12 02:00:08,Jugando con Formas 2 (Spanish Edition) by Eduardo Duran,0.0,0.0,0.0,"January 16, 2023",,,,,
9788076018587.0,2024-08-12 02:00:11,Strach a úzkost a jak na ně by Radkin Honzák,3.15,13.0,0.0,"October 1, 2023",,,,,
9788080906511.0,2024-08-12 02:00:20,Kniha – najväčší vynález ľudstva: Ako úspešne vyrobiť a umiestniť knihu na trhu by Martin Kasarda,2.5,2.0,0.0,"November 27, 2023",,,,,
9788080905545.0,2024-08-12 02:00:26,V zajatí narcizmu by Robert Tomšik,4.4,25.0,6.0,"May 9, 2023",,,,,
9788027518722.0,2024-08-12 02:00:45,Jak se učí poezie by Václav Jindráček,3.5,2.0,0.0,"January 1, 2024",,,,,
9788090840263.0,2024-08-12 02:00:46,Tatra: Osobní automobily na plakátech a v prospektech 1945 - 1999 by Martin Kupec,0.0,0.0,0.0,"January 1, 2023",,,,,
9788075212153.0,2024-08-12 02:00:50,Zbabělé zápisky z ukrajinské války by Adéla Knapová,3.33,12.0,2.0,"January 1, 2023",,,,,
9788076560673.0,2024-08-12 02:00:54,Šíp s modrým peřím: Tři příběhy z Kublova a Velízu by Oldřich Selucký,5.0,1.0,0.0,"January 1, 2023",,,,,
9788024297675.0,2024-08-12 02:01:07,Bláznivé rodičovství: humorná siesta pro unavené rodiče by Červená propiska,4.33,3.0,0.0,"May 1, 2024",,,,,
9788026451587.0,2024-08-12 02:01:13,Věra Mikulcová: příběh kulturistky by Věra Mikulcová,5.0,1.0,0.0,"January 1, 2024",,,,,
9788024657523.0,2024-08-12 02:01:19,České spory o liberalismus by Milan Znoj,0.0,0.0,0.0,"April 1, 2024",,,,,
9788024952352.0,2024-08-12 02:01:21,Syn draka by Kristýna Freiová,1.0,1.0,1.0,"November 1, 2023",,,,,
9788076018334.0,2024-08-12 02:01:25,"O Vinohradech, kdysi královských by Hana Lamková",2.0,2.0,1.0,"August 21, 2023",,,,,
9788020034366.0,2024-08-12 02:03:46,Hovory o Ukrajině by Radomyr Mokryk,4.0,14.0,1.0,"January 1, 2023",,,,,
9788024640778.0,2024-08-12 02:03:51,Dekadence a obrození Krize evropského liberalismu a „židovská otázka“ by Pavel Barša,0.0,0.0,0.0,"February 1, 2024",,,,,
9788026448563.0,2024-08-12 02:04:15,Ženy zločinu by Lucie Bechynková,3.32,76.0,13.0,"January 1, 2023",,,,,
9788027609666.0,2024-08-12 02:04:17,Do We Live Humanly? by Iva Knobloch,0.0,0.0,0.0,"January 1, 2024",,,,,
9788027138975.0,2024-08-12 02:04:20,Pražský (k)rok Kláry Hášové by Klára Hášová,3.5,6.0,1.0,"January 1, 2023",,,,,
9788024285269.0,2024-08-12 02:04:27,Život za první republiky by Hana Kneblová,4.0,4.0,1.0,"January 1, 2023",,,,,
9788026220497.0,2024-08-12 02:06:42,Nebuď p*ča aneb jak (ne)pracovat s dětmi by Tomáš Morávek,4.31,143.0,15.0,"January 1, 2023",,,,,
9788076841598.0,2024-08-12 02:06:45,Pavučina minulosti by Zuzana S.,0.0,0.0,0.0,"March 14, 2023",,,,,
9788020034014.0,2024-08-12 02:06:49,Putování po Hedvábné cestě: Cesta staletími mezi Čínou a Evropou by Vladimír Liščák,5.0,1.0,0.0,"January 1, 2023",,,,,
9788028003760.0,2024-08-12 02:06:56,What tumors teach us: Parallels in cell and human behavior by Jana Šmardová,0.0,0.0,0.0,"December 8, 2023",,,,,
9788074852671.0,2024-08-12 02:07:03,Prokletí impéria a ruská lež: Rusk a Ukrajina v kontextu a Kontextech by Kateřina Hloušková,5.0,1.0,0.0,"January 1, 2023",,,,,
9788026449997.0,2024-08-12 02:07:09,Ájurvéda & jóga pro ženy by Zuzana Klingrová,4.33,3.0,0.0,"November 9, 2023",,,,,
9788074374005.0,2024-08-12 02:07:15,Jaromír Cejka: Traces by Jaromír Čejka,0.0,0.0,0.0,"July 16, 2024",,,,,
9788076490475.0,2024-08-12 02:07:17,Vojenská služba v interdisciplinární perspektivě by Petr Wohlmuth,4.5,2.0,0.0,"January 1, 2023",,,,,
9788026511854.0,2024-08-12 02:07:19,Náměsíční vrazi by Stanislava Veselá,4.1,58.0,4.0,"January 1, 2023",,,,,
9788088433354.0,2024-08-12 02:07:22,Česká inteligence 20. století by Pavel Kosatík,4.0,3.0,0.0,"January 1, 2023",,,,,
9788024951157.0,2024-08-12 02:07:24,Karel IV. – Vzpoura vévodů by Jaromír Jindra,0.0,0.0,0.0,"August 1, 2023",,,,,
9788076019225.0,2024-08-12 02:07:33,"Děti v ohrožení: Krize, odolnost a psychické zdraví by Michal Hrdlička",4.67,3.0,1.0,"March 25, 2024",,,,,
9788072815814.0,2024-08-12 02:07:37,Na život se nečeká by Jaroslav Dušek,4.67,3.0,1.0,"January 1, 2023",,,,,
9788025743867.0,2024-08-12 02:07:46,Kojící Spock by Klára Svobodová,0.0,0.0,1.0,"May 28, 2024",,,,,
9788075640901.0,2024-08-12 02:07:50,Nahoře nad mraky září slunce vždycky by Petruška Šustrová,4.0,5.0,0.0,"January 1, 2023",,,,,
9788028002992.0,2024-08-12 02:08:05,Mé celoživotní janáčkování: Hovory nejen o hudbě by Miloš Štedroň,0.0,0.0,0.0,"January 1, 2023",,,,,
9788090873513.0,2024-08-12 02:08:15,Pražské příběhy: Ztraceným světem Starého města by Dan Hrubý,4.0,2.0,0.0,"January 1, 2023",,,,,
9788024295732.0,2024-08-12 02:08:18,Šlechta v českých zemích: aristokracie od středověku po současnost 2. díl by Hana Kneblová,3.0,2.0,1.0,"January 1, 2024",,,,,
9788026219408.0,2024-08-12 02:08:27,Terapie mezi stromy by Adam Táborský,4.0,3.0,0.0,"January 1, 2023",,,,,
9788027131341.0,2024-08-12 02:08:29,Šikmé tkaní by Dana Mašková,5.0,1.0,0.0,"January 1, 2023",,,,,
9788072852826.0,2024-08-12 02:08:41,Blahomír Borovička: Vzpomínky hlavního architekta Prahy by Petr Roubal,5.0,2.0,0.0,"January 1, 2023",,,,,
9788072550524.0,2024-08-12 02:08:48,"Kdo jsem já, abych vedl by David      Novák",4.5,2.0,0.0,"January 1, 2024",,,,,
9788088406686.0,2024-08-12 02:08:56,Už budeš? Kniha moderní sexuality by Zorya Blue,5.0,1.0,0.0,"January 1, 2023",,,,,
9788026450009.0,2024-08-12 02:08:59,České podsvětí Josefa Klímy by Josef Klíma,4.27,15.0,2.0,"January 1, 2023",,,,,
9788024657103.0,2024-08-12 02:11:19,Praha 15. století: Konfliktní společenství by Martin Nodl,0.0,0.0,0.0,"December 1, 2023",,,,,
9788074373824.0,2024-08-12 02:11:23,Cestmír Suška: Things Outside by Cestmir Suska,0.0,0.0,0.0,"April 18, 2023",,,,,
9788024656205.0,2024-08-12 02:11:28,Vietnam vzdálený i blízký: Potomci Vietnamců v Česku by Andrea Svobodová,4.5,2.0,0.0,"March 11, 2024",,,,,
9788025741917.0,2024-08-12 02:11:31,Vilda: Příběh tančícího elegána Vildy Jakše by Dalibor Vácha,4.18,11.0,2.0,"January 1, 2023",,,,,
9788074226892.0,2024-08-12 02:11:32,Dějiny Arménie by Petra Košťálová,4.67,3.0,0.0,"April 13, 2023",,,,,
9788076893085.0,2024-08-12 02:11:34,Přepište dějiny potřetí by Michal Stehlík,4.54,13.0,4.0,"January 1, 2023",,,,,
9788027151707.0,2024-08-12 02:11:41,"Automobily - Výkladový slovník: Jména, značky a znaky by Jiří Fiala",0.0,0.0,0.0,"January 1, 2024",,,,,
9788074903021.0,2024-08-12 02:11:47,"Firma jsou lidé, lidé jsou síla! by Petr Kmošek",5.0,1.0,0.0,"June 21, 2023",,,,,
9788076019157.0,2024-08-12 02:11:54,Dějiny Slovenska by Jan Rychlík,5.0,1.0,0.0,"February 26, 2024",,,,,
9788090880719.0,2024-08-12 02:12:00,"Neohlížej se, zkameníš by Alena Wagnerová",4.1,10.0,0.0,"January 1, 2023",,,,,
9788090907706.0,2024-08-12 02:12:05,Bůh je mrtev: Nic není dovoleno by Tereza Matějčková,3.97,39.0,9.0,"January 1, 2023",,,,,
9788072529957.0,2024-08-12 02:12:15,Mazal tov! Cesta životem v židovské tradici by David Maxa,3.83,6.0,1.0,"January 1, 2023",,,,,
9788076661158.0,2024-08-12 02:12:19,Rapovej deník Lukáše Kouřila by Lukáš Kouřil,3.7600000000000002,17.0,4.0,"January 1, 2023",,,,,
9788026447214.0,2024-08-12 02:12:24,"Fenomén Rychlebské hory: Vše, co potřebujete vědět o nedotčené perle Sudet by Pavel Macháček",3.0,1.0,0.0,"April 27, 2023",,,,,
9788020461926.0,2024-08-12 02:12:28,Bandita pro brněnskou baladu by Jiří Kamen,3.0,2.0,1.0,"October 5, 2023",,,,,
9788074974670.0,2024-08-12 02:12:38,"Francouzské vítězství (Stoletá válka, #2) by Jiří Kovařík",5.0,1.0,0.0,"January 1, 2023",,,,,
9788026221371.0,2024-08-12 02:12:40,Psycholožky v županu by Tereza Beníčková,4.0,1.0,0.0,"January 1, 2024",,,,,
9788076711327.0,2024-08-12 02:12:52,"Český Nietzsche?: K dílu Friedricha Nietzscheho, Ladislava Klímy a jejich dnešnímu významu by Vojtěch Kinter",2.0,1.0,0.0,"January 1, 2024",,,,,
9788073784966.0,2024-08-12 02:12:54,Science Communication: Úvod do komunikace vědy by Pavla Hubálková,4.0,2.0,0.0,"January 1, 2023",,,,,
9788090878709.0,2024-08-12 02:12:59,Football Club: Nejlepší fotbalové příběhy by football club,4.0,1.0,1.0,"January 1, 2023",,,,,
9788076834934.0,2024-08-12 02:13:08,Očima kriminalistů by Miroslav Vaňura,3.0,2.0,1.0,"March 28, 2024",,,,,
9788024287409.0,2024-08-12 02:13:12,Feministkou snadno a rychle by Lucie Jarkovská,4.28,240.0,39.0,"January 1, 2023",,,,,
9788027134410.0,2024-08-12 02:13:27,Jíme společně - BLW krok za krokem by Nikola Prokešová,4.0,1.0,0.0,"January 1, 2023",,,,,
9788074655791.0,2024-08-12 02:13:37,Česká fonická poezie by Pavel  Novotný,0.0,0.0,0.0,"January 1, 2023",,,,,
9780745347400.0,2024-08-12 02:13:39,The Paradox of Svalbard: Climate Change and Globalisation in the Arctic by Zdenka Sokolíčková,4.28,18.0,1.0,"July 20, 2023",,,,,
9788074762888.0,2024-08-12 02:13:42,Angličtina v jihovýchodní Asii by Miroslav Černý,4.0,1.0,0.0,"January 1, 2023",,,,,
9788026220657.0,2024-08-12 02:14:00,Skryté příčiny duševních strastí by Michael Václavík,5.0,1.0,0.0,"January 1, 2023",,,,,
9788027514519.0,2024-08-12 02:14:09,Gottwaldovy oprátky by Luděk Navara,3.0,2.0,0.0,"February 23, 2023",,,,,
9788026445814.0,2024-08-12 02:16:39,Skutečné zločiny po Česku by Miloš Vaněček,3.69,16.0,3.0,"January 1, 2023",,,,,
9788027151820.0,2024-08-12 02:18:55,Psychologie pro každý den aneb Co nás ve škole o nás ani druhých neučili by Jan   Urban,0.0,0.0,0.0,"January 1, 2023",,,,,
9788076764613.0,2024-08-12 02:18:57,Trampoty s pohlavím: sociální a právní aspekty života intersex lidí by Šárka Dušková,0.0,0.0,0.0,"February 2, 2023",,,,,
9788024294834.0,2024-08-12 02:18:58,Londýnské rozhlasové komentáře Františka Moravce: Mluví důstojník ministerstva národní obrany by Prokop Tomek,0.0,0.0,0.0,"January 1, 2023",,,,,
9788024290454.0,2024-08-12 02:19:05,Magie duchovního života by Jan Menděl,4.25,8.0,2.0,"August 1, 2023",,,,,
9788088256267.0,2024-08-12 02:19:09,"Oskar Spielmann: Brno, Alger, Toulon by Ivo Habán",0.0,0.0,0.0,"January 1, 2023",,,,,
9788026511304.0,2024-08-12 02:19:11,"Moje roky v Izraeli: Jarmulky, surfaři a rakety by David Borek",4.4,40.0,2.0,"April 13, 2023",,,,,
9788088308881.0,2024-08-12 02:19:24,"Osvěta, kultura, zábava: Kulturní domy v Československu by Michaela Janečková",0.0,0.0,0.0,"January 1, 2023",,,,,
9788090788374.0,2024-08-12 02:19:30,Úvod do komparativní planetologie by Lukáš Likavčan,3.93,27.0,2.0,"January 1, 2023",,,,,
9788020034847.0,2024-08-12 02:19:37,Antropocennosti by Eliška Fulínová,4.0,1.0,0.0,"January 1, 2024",,,,,
9788024750170.0,2024-08-12 02:19:40,Česká démonologie by Jan Kravčík,4.5,14.0,6.0,"January 1, 2024",,,,,
9788074043673.0,2024-08-12 02:19:44,Modrá krev: Po stopách českých šlechtických rodů by Alena Činčerová,3.0,1.0,0.0,"January 1, 2023",,,,,
9788011027667.0,2024-08-12 02:19:52,Na sudetských horách se nezpívá by Pavel Šuba,4.29,7.0,2.0,"January 1, 2023",,,,,
9788011035594.0,2024-08-12 02:19:55,Ztracenné by Michelle Losekoot,4.21,170.0,24.0,"January 1, 2023",,,,,
9788070042021.0,2024-08-12 02:20:04,Digitální Kříženecký: Nový život prvních českých filmů by Jiří Anger,5.0,1.0,0.0,"March 20, 2024",,,,,
9788027136230.0,2024-08-12 02:20:07,Trhy by Dominik Stroukal,4.67,9.0,0.0,"April 3, 2024",,,,,
9788089008872.0,2024-08-12 02:20:10,Veľký brat a veľká sestra: O strate skutočnosti v ideológii reálneho socializmu by Miroslav Kusý,0.0,0.0,0.0,"January 1, 2023",,,,,
9788088467762.0,2024-08-12 02:20:18,Politika nejen pro mladé by Matyáš Baloun,5.0,3.0,1.0,"January 1, 2023",,,,,
9788026449119.0,2024-08-12 02:20:23,Skutečné zločiny na Plzeňsku by František Müller,4.4,20.0,2.0,"September 21, 2023",,,,,
9788026221364.0,2024-08-12 02:20:26,Všímavost a Já: Od sebeléčení k sebepřesahování by Jan Benda,4.63,8.0,0.0,"March 21, 2024",,,,,
9788024294018.0,2024-08-12 02:20:29,Nezapomenutelná dvacátá: Průvodce zásadním desetiletím našich novodobých dějin by Renáta Fučíková,4.0,4.0,1.0,"November 1, 2023",,,,,
9788076751620.0,2024-08-12 02:20:32,Ambasadoři bohémy: Současná česká kulturní diplomacie a její dilemata by Eliška Tomalová,4.33,6.0,1.0,"December 1, 2023",,,,,
9788000070292.0,2024-08-12 02:20:40,Vlaky by Lucie Hášová Truhelková,4.0,2.0,1.0,"March 27, 2023",,,,,
9788027515929.0,2024-08-12 02:20:46,Padesátka by Lenka Kapsová,4.0,10.0,1.0,"January 1, 2023",,,,,
9788026449478.0,2024-08-12 02:20:49,Osmdesátky!: Od Husáka k Havlovi by Martin Ježek,2.0,1.0,0.0,"October 19, 2023",,,,,
9788026445807.0,2024-08-12 02:20:52,Skutečné zločiny na Ostravsku by Ivana Žáková,3.71,17.0,1.0,"February 9, 2023",,,,,
9788024287904.0,2024-08-12 02:21:00,"Zapomenuté osudy, zločiny a tajemství 2. světové války by Martin Brabec",3.0,1.0,0.0,"January 1, 2023",,,,,
9788026220138.0,2024-08-12 02:21:11,Trauma a disociace: Bolest vnitřního rozdělení by Hana Vojtová,0.0,0.0,0.0,"January 1, 2023",,,,,
9788026511908.0,2024-08-12 02:21:20,Mládí je v hlavě by Saskia Burešová,2.67,3.0,1.0,"January 1, 2023",,,,,
9788027801893.0,2024-08-12 02:21:35,"Soumrak samurajů: Válka, velmoci, revoluce a vznik moderního Japonska by Roman Kodet",0.0,0.0,0.0,"January 1, 2024",,,,,
9788088630067.0,2024-08-12 02:21:41,Nohavica a (jeho) naše malá válka by Přemysl Houda,4.18,11.0,0.0,"January 1, 2023",,,,,
9788076018532.0,2024-08-12 02:21:44,Náhradka: Každé dítě by mělo vyrůstat doma by Barbora Postránecká,4.89,18.0,3.0,"October 2, 2023",,,,,
9788027518012.0,2024-08-12 02:21:48,"Muž, který sází borovici blatku by Aleš Palán",4.28,18.0,4.0,"November 20, 2023",,,,,
9788026449652.0,2024-08-12 02:22:00,Věčná devadesátá: Proměny české společnosti po roce 1989 by Veronika Pehe,3.91,22.0,1.0,"January 1, 2023",,,,,
9788011037154.0,2024-08-12 02:22:10,Budoucnost nepráce by Filip Dřímalka,4.48,106.0,31.0,"November 17, 2023",,,,,
9788026220893.0,2024-08-12 02:22:15,Nevědomé fantazie ve vztazích by Slavoj Titl,2.33,3.0,1.0,"January 1, 2023",,,,,
9788024655628.0,2024-08-12 02:22:25,Cestou politické teorie by Jan Bíba,0.0,0.0,0.0,"January 1, 2023",,,,,
9788072606122.0,2024-08-12 02:22:26,Nové příběhy Staré dámy: Tour de France a klíčové události cyklistických závodů Giro dItalia a Vuelt by Tomas Macek,0.0,0.0,0.0,"January 1, 2024",,,,,
9788070101940.0,2024-08-12 02:22:29,Myslet filmem = Thinking Through Film by Jiří Anger,4.5,2.0,0.0,"January 1, 2023",,,,,
9788088322450.0,2024-08-12 02:22:33,Polsko vejpůl: Rozhovory by Petr Janyška,5.0,1.0,0.0,"November 15, 2023",,,,,
9788026447160.0,2024-08-12 02:22:49,Na slyšenou: Příběhy rozhlasového století by Jitka Štichauerová,3.0,1.0,1.0,"April 13, 2023",,,,,
9788027722587.0,2024-08-12 02:22:52,Geostorky by Petr Brož,4.41,39.0,7.0,"September 13, 2023",,,,,
9788011027841.0,2024-08-12 02:22:59,30 let (nejen) písní od cimbálu by Dalibor Štrunc,5.0,1.0,0.0,"August 21, 2023",,,,,
9788076711419.0,2024-08-12 02:23:02,Ladislav Klíma v české kultuře by Matěj Klíma,4.0,1.0,0.0,"January 1, 2024",,,,,
9788027137589.0,2024-08-12 02:23:06,O trzích a lidech by Marek Hudík,0.0,0.0,0.0,"January 1, 2023",,,,,
9788087569504.0,2024-08-12 02:23:09,"Světská mafie (Polosvět, #2) by Jaroslav Kmenta",4.0,1.0,0.0,"January 1, 2023",,,,,
9788076835283.0,2024-08-12 02:23:19,Případ Hojer a další temné kauzy 20. století by Miroslav Kucera,5.0,1.0,0.0,"January 1, 2024",,,,,
9788027152414.0,2024-08-12 02:23:32,Účetnictví pro úplné začátečníky 2024 by Pavel   Novotný,4.0,1.0,0.0,"January 19, 2024",,,,,
9788024641447.0,2024-08-12 02:23:35,The Mining Towns of the Bohemian Ore Mountains by Michaela Hrubá,0.0,0.0,0.0,"January 3, 2024",,,,,
9788076841208.0,2024-08-12 02:23:54,Vatikán a Československo ve 20. století by Marek Šmíd,0.0,0.0,0.0,"January 1, 2023",,,,,
9788024653150.0,2024-08-12 02:23:57,Why So Easily . . . Some Family Reasons for the Velvet Revolution: A Sociological Essay by Ivo Možný,0.0,0.0,0.0,"June 23, 2023",,,,,
9788088268789.0,2024-08-12 02:24:10,Future ON! by Bob Kartous,0.0,0.0,0.0,"January 1, 2023",,,,,
9788075921659.0,2024-08-12 02:24:13,Příběhy spojené s objevy nových léčiv by Stanislav Rádl,5.0,1.0,0.0,"January 1, 2023",,,,,
9788090885905.0,2024-08-12 02:24:18,Milan Pacanda: Jackyll & Hyde by Monika Býmová,4.4,5.0,0.0,"January 1, 2023",,,,,
9788025740460.0,2024-08-12 02:24:26,Putinova válka: Ukrajinská kronika zpravodajů ČT by Michal Kubal,4.44,36.0,6.0,"March 1, 2023",,,,,
9788088433361.0,2024-08-12 02:24:36,Zemanovo finále by Zdislava Pokorná,3.69,16.0,2.0,"January 1, 2023",,,,,
9788026452485.0,2024-08-12 02:24:46,Sloužil jsem v Gaze by David Shorf,4.38,8.0,2.0,"May 23, 2024",,,,,
9788027801794.0,2024-08-12 02:24:47,Přísně tajné ostudy by Jaroslav V. Mareš,2.33,3.0,2.0,"January 1, 2024",,,,,
9788072605644.0,2024-08-12 02:24:59,"Mami, miluju by Aleš Palán",4.21,48.0,7.0,"April 6, 2023",,,,,
9788024286396.0,2024-08-12 02:25:10,Vlčí zázrak : příběhy ze života s vlky by Tanja Askani,5.0,1.0,0.0,"January 1, 2023",,,,,
9788090830219.0,2024-08-12 02:25:14,Přerovnáno I: příběhy přerovských strážníků by Miroslav Komínek,5.0,1.0,0.0,"January 1, 2023",,,,,
9788090841536.0,2024-08-12 02:25:34,Vzhůru do dolů! : fotografické album průmyslového a kulturního dědictví uhelného hornictví ostravsko-karvinského revíru by Ondřej Durczak,4.0,1.0,0.0,"January 1, 2023",,,,,
9788088406693.0,2024-08-12 02:25:44,Vladimír Šmicer - Můj druhý život by Štěpán Filípek,4.0,3.0,1.0,"January 1, 2023",,,,,
9788087341612.0,2024-08-12 02:25:55,3.7.1866: Bitva u Hradce Králové by Vojtěch Kessler,4.5,2.0,0.0,"January 1, 2024",,,,,
9788074229411.0,2024-08-12 02:26:02,Dějiny Mosambiku by Jan Klíma,4.0,1.0,0.0,"December 28, 2023",,,,,
9788088499084.0,2024-08-12 02:26:15,Amerika ve válce: USA v letech 1961-1975/79 by Martin Kovář,5.0,1.0,0.0,"January 1, 2023",,,,,
9788024653549.0,2024-08-12 02:28:28,Udržitelné zpravodajství by Jan  Stejskal,0.0,0.0,0.0,"June 1, 2023",,,,,
9783991530138.0,2024-08-12 02:28:29,Zbynek Sekal: 100 by Zbyněk Sekal,0.0,0.0,0.0,"June 11, 2024",,,,,
9788024655758.0,2024-08-12 02:28:33,Jak jsem to tenkrát viděl: Vzpomínky by Miroslav Hroch,4.0,1.0,0.0,"June 1, 2024",,,,,
9788074974724.0,2024-08-12 02:28:36,Bitva u Znojma by Izabela Straková,4.0,1.0,1.0,"January 1, 2023",,,,,
9788020035363.0,2024-08-12 02:28:42,Nekončící příběh: (Historiografické) narativy vzniku Československa v proměnách času a prostoru (1918-1992/1993). by Jan Hálek,4.0,1.0,0.0,"January 1, 2024",,,,,
9788027515905.0,2024-08-12 02:28:46,V pasti pohlaví by Silvie Lauder,4.59,331.0,46.0,"June 6, 2023",,,,,
9788087101711.0,2024-08-12 02:29:10,Štěpán by Jiří Návara,0.0,0.0,0.0,"March 21, 2023",,,,,
9788027151585.0,2024-08-12 02:29:17,Tajemství Karlova mostu by David  Černý,2.0,2.0,1.0,"November 29, 2023",,,,,
9788090870123.0,2024-08-12 02:29:21,To tajemství je pevný pár by Marek Herman,4.2,5.0,0.0,"January 1, 2023",,,,,
9788076751385.0,2024-08-12 02:29:26,Ohniště v obýváku by Vojtech Novotny,0.0,0.0,0.0,"April 23, 2024",,,,,
9788088446057.0,2024-08-12 02:29:28,Nepohodlná sestra modernizace. Památková péče a vltavská kaskáda vodních děl by Martin Gaži,3.0,1.0,0.0,"January 1, 2023",,,,,
9788074135729.0,2024-08-12 02:29:32,Pište čtivě a srozumitelně: Šílení korektoři o stylistice a plain language by Dalibor Behún,5.0,5.0,2.0,"January 1, 2023",,,,,
9788026449409.0,2024-08-12 02:29:35,Amerika na mušce by David Miřejovský,4.2,10.0,3.0,"October 16, 2023",,,,,
9788026448488.0,2024-08-12 02:29:39,Moje dcera je feťačka by Soňa Šlégrová,4.0,1.0,0.0,"January 1, 2023",,,,,
9788027150779.0,2024-08-12 02:29:44,Dopisy od Sisi: Dosud nezveřejněná korespondence císařovny by Dagmar Beňaková,4.33,6.0,2.0,"January 1, 2023",,,,,
9788020462725.0,2024-08-12 02:29:59,Rodičovství jako cesta by Alena Vávrová,0.0,0.0,0.0,"January 25, 2024",,,,,
