DK_isbn,DK_date,DK_titul,DK_tags,DK_Chci_si_koupit,DK_rating,DK_ratings_count,DK_Přečtených,DK_Chystám_se_číst,DK_Právě_čtených,DK_Čtenářské_výzvě,DK_Knihotéce,DK_Doporučených,DK_dalších_seznamech
9788027910250,2024-04-29 03:09:06,Kdo pozdě chodí... manžel mu škodí,"['Romány', 'Pro ženy', 'Literatura česká', 'česká literatura', 'Itálie']",5.0,64.0,20.0,26.0,17.0,1.0,2.0,49.0,2.0,2.0
9788027910236,2024-04-29 03:09:06,Kdo ti píše?,"['Romány', 'Pro ženy', 'Literatura česká', 'pro ženy', 'partnerské vztahy', 'Řecko', 'romantika', 'manželské hádky', 'dovolená']",8.0,79.0,82.0,98.0,63.0,,13.0,71.0,2.0,3.0
9788027910045,2024-04-29 03:09:07,Smrt hraje vrhcáby,"['Detektivky, krimi', 'Literatura česká', 'Historické romány', 'historické detektivky']",3.0,89.0,30.0,42.0,13.0,1.0,7.0,51.0,2.0,1.0
9788027910106,2024-04-29 03:09:07,Předloha pro vraždu,"['Detektivky, krimi', 'Literatura česká']",5.0,83.0,20.0,23.0,14.0,1.0,2.0,35.0,,
9788090846234,2024-04-29 03:09:08,Desatero,"['Detektivky, krimi', 'Literatura česká', 'české detektivky', 'české romány']",8.0,76.0,9.0,14.0,25.0,,2.0,2.0,,1.0
9788027910144,2024-04-29 03:09:08,Palec a tichá voda,"['Detektivky, krimi', 'Romány', 'Literatura česká', 'detektivní a krimi romány', 'české krimi', 'české detektivky']",2.0,83.0,32.0,39.0,17.0,,4.0,37.0,1.0,1.0
9788075884619,2024-04-29 03:08:38,Povídky smíchovské,"['Povídky', 'Literatura česká', 'Historie', 'Praha', 'povídky', 'přelom 19. a 20. století', 'Jan Neruda, 1834-1891', 'Smíchov (Praha)', 'Jakub Arbes', 'arabesky', 'Kinského zahrady']",13.0,89.0,46.0,62.0,49.0,,6.0,55.0,2.0,
9788072278893,2024-04-29 03:08:38,Matka měla ráda třešně,"['Literatura česká', 'Poezie']",,80.0,3.0,3.0,,,,1.0,,
9788025740910,2024-04-29 03:08:39,Až ke křížku,"['Novely', 'Literatura česká']",11.0,85.0,48.0,59.0,55.0,2.0,8.0,47.0,4.0,1.0
9788072872770,2024-04-29 03:08:39,Cestou na Bořeň,"['Literatura česká', 'Poezie']",,83.0,6.0,7.0,7.0,,1.0,3.0,,
9788075464613,2024-04-29 03:08:39,Kde končí nebe,"['Romány', 'Pro ženy', 'Literatura česká', 'přátelství', 'láska', 'zdravotní sestry', 'rodinné vztahy', 'posmrtný život', 'romantika', 'nadpřirozené jevy']",44.0,92.0,154.0,164.0,146.0,,5.0,91.0,18.0,3.0
9788027721405,2024-04-29 03:08:40,V hrůze a krvi zrozeni,"['Horory', 'Povídky', 'Literatura česká', 'hororové povídky', 'české povídky', 'antologie hororu']",16.0,69.0,51.0,51.0,37.0,2.0,6.0,63.0,2.0,3.0
9788076900387,2024-04-29 03:08:40,Úzkost je rozkoš II/II:  nejsem nebudu nebyl jsem,"['Literatura česká', 'Poezie']",5.0,100.0,2.0,3.0,5.0,,,7.0,,
9788024651682,2024-04-29 03:08:41,Na Knížecí/ Horniny/ Ubírati se/ Opovážení/ Z pozůstalosti,"['Literatura česká', 'Poezie', 'sebrané spisy']",1.0,80.0,1.0,1.0,,,,1.0,,
9788090812772,2024-04-29 03:08:41,Stínový profil,"['Literatura česká', 'Poezie']",,80.0,1.0,1.0,,,,,,
9788076910058,2024-04-29 03:08:42,Snílkova kavárna aneb příběhy zaslechnuté u cappuccina,"['Povídky', 'Literatura česká']",6.0,82.0,17.0,17.0,12.0,,2.0,38.0,,
9788026446965,2024-04-29 03:08:42,Věčně věrný nepřítel,"['Literatura faktu', 'Literatura česká', 'Příběhy', 'anorexie']",7.0,78.0,17.0,19.0,22.0,1.0,1.0,29.0,,1.0
9788076110809,2024-04-29 03:08:43,Zpověď posledního mnicha,"['Detektivky, krimi', 'Literatura česká', 'Historické romány', 'historické detektivky', 'duchovní, klerici']",5.0,73.0,18.0,16.0,19.0,1.0,3.0,28.0,,1.0
9788076910447,2024-04-29 03:08:43,Povídky ze světa tvůrčího psaní,[],1.0,66.0,3.0,3.0,,,2.0,,,
9788026724759,2024-04-29 03:08:44,Proti srsti,"['Romány', 'Pro ženy', 'Literatura česká']",8.0,79.0,34.0,37.0,30.0,1.0,8.0,41.0,1.0,1.0
9788074974724,2024-04-29 03:15:34,Bitva u Znojma,"['Válečné', 'Literatura naučná', 'Historie', 'vojenství', 'napoleonské války', 'bitvy', 'Znojmo']",,100.0,3.0,2.0,2.0,,,3.0,1.0,
9788076374126,2024-04-29 03:15:36,Husité na Žižkově: Pomíjivá paměť pražské periferie,"['Literatura naučná', 'Historie', 'Pragensia']",6.0,86.0,10.0,11.0,15.0,1.0,2.0,6.0,,1.0
9788026220893,2024-04-29 03:15:36,Nevědomé fantazie ve vztazích,"['Literatura naučná', 'Psychologie a pedagogika', 'partnerské vztahy', 'psychoterapie', 'psychoanalýza', 'fyzioterapie', 'milostné vztahy', 'fantazie', 'párová terapie']",7.0,100.0,4.0,4.0,20.0,1.0,,4.0,1.0,2.0
9788024294117,2024-04-29 03:15:36,Václav Nedomanský,"['Literatura česká', 'Biografie a memoáry', 'Sport', 'lední hokej']",5.0,83.0,7.0,11.0,10.0,1.0,,22.0,1.0,1.0
9788090841536,2024-04-29 03:15:37,Vzhůru do dolů!,"['Cestopisy a místopisy', 'Historie', 'Průmysl']",,95.0,4.0,4.0,2.0,1.0,,2.0,,
9788074852794,2024-04-29 03:15:38,O architektuře,"['Literatura faktu', 'Architektura']",1.0,100.0,1.0,1.0,3.0,,,1.0,,
9788088168676,2024-04-29 03:15:38,Micro:bit krok za krokem,"['PC literatura', 'programování', 'elektronika', 'mikrokontroléry', 'ARM (Advanced RISC Machines)', 'micro:bit']",,80.0,1.0,1.0,1.0,2.0,,1.0,,
9788075665126,2024-04-29 03:15:38,Blázinec je před branou: Zpověď lékaře zlomených duší,"['Literatura česká', 'Náboženství', 'Biografie a memoáry']",2.0,89.0,9.0,11.0,17.0,,3.0,2.0,2.0,
9788076509986,2024-04-29 03:12:52,Pomíjivost,"['Romány', 'Literatura česká', 'Dívčí romány', 'tajemství']",12.0,74.0,41.0,39.0,50.0,1.0,7.0,41.0,2.0,
9788076509535,2024-04-29 03:12:52,Šalvěj a Meruňka,"['Povídky', 'Literatura česká', 'Pro děti a mládež', 'přátelství', 'děti', 'pro děti', 'stáří', 'člověk a pes', 'české povídky', 'laskavost', 'člověk a kočka']",6.0,93.0,8.0,7.0,15.0,,1.0,2.0,2.0,
9788026724919,2024-04-29 03:12:53,"Kde jsi, když nejsi","['Romány', 'Pro ženy', 'Literatura česká', 'sex', 'nevěra', 'partnerské vztahy', 'česká literatura', 'rodina', 'rozvod', 'psychologické romány', 'milostné vztahy', 'vášeň']",169.0,72.0,1020.0,1370.0,423.0,48.0,262.0,263.0,39.0,12.0
9788075512970,2024-04-29 03:12:53,Srdce z kamene,"['Pro ženy', 'Literatura česká', 'Fantasy', 'historické romance']",,64.0,5.0,6.0,5.0,,1.0,25.0,2.0,
9788000070322,2024-04-29 03:12:53,Isabela a žluté útesy,"['Literatura česká', 'Pro děti a mládež', 'Dívčí romány']",5.0,79.0,15.0,19.0,6.0,,,26.0,3.0,1.0
9788020461391,2024-04-29 03:12:54,Deník tramvajačky,"['Literatura faktu', 'Biografie a memoáry', 'Doprava', 'životopisy, biografie', 'humor', 'tramvaje', 'ze života', 'řidiči z povolání']",8.0,47.0,42.0,46.0,36.0,,2.0,6.0,,
9788020615190,2024-04-29 03:12:54,Klekánice,"['Detektivky, krimi', 'Literatura česká', 'prvotina', 'detektivní a krimi romány', 'tajemství', 'Středočeský kraj', 'vesnice', 'Příbramsko', 'české detektivky', 'český venkov', 'zmizení dětí']",63.0,81.0,361.0,451.0,265.0,8.0,144.0,131.0,17.0,6.0
9788074434723,2024-04-29 03:12:54,Básně IV. / Elegie,"['Literatura česká', 'Poezie']",,90.0,2.0,2.0,,,,3.0,,
9788076373402,2024-04-29 03:12:55,Karneval zvířat,"['Romány', 'Literatura česká', 'ze života', 'mezilidské vztahy', 'klasická hudba', 'hudebníci, muzikanti', 'nešťastná láska', 'cesta, roadtrip', 'české romány', 'orchestr']",30.0,75.0,129.0,164.0,109.0,5.0,12.0,54.0,3.0,
9788076373396,2024-04-29 03:12:55,Co se stalo Veronice,"['Novely', 'Pro ženy', 'Literatura česká']",10.0,66.0,38.0,48.0,36.0,1.0,7.0,24.0,,
9788076617032,2024-04-29 03:12:56,Poslední člověk na planetě Zemi,"['Literatura česká', 'Sci-fi']",25.0,78.0,37.0,35.0,80.0,2.0,2.0,50.0,4.0,3.0
9788073402136,2024-04-29 03:12:56,Pražské legendy,"['Pro děti a mládež', 'Pověsti']",,100.0,1.0,,,,,,,
9788027137756,2024-04-29 03:12:57,Řecké štěstí,"['Literatura česká', 'Cestopisy a místopisy', 'místopisy', 'Řecko', 'Řekové', 'české cestopisy', 'manželství s cizincem', 'Češi v zahraničí']",27.0,80.0,73.0,81.0,96.0,5.0,12.0,54.0,1.0,2.0
9788027136599,2024-04-29 03:12:57,Haškoviny,"['Humor', 'Literatura česká']",,80.0,4.0,3.0,,,1.0,,,
9788088357285,2024-04-29 03:12:57,Dumky osamělého mimochodce,"['Humor', 'Příroda, zvířata', 'Umění']",1.0,80.0,4.0,4.0,1.0,,,,3.0,
9788087545928,2024-04-29 03:12:58,Haiku,"['Literatura česká', 'Poezie', 'haiku']",,60.0,1.0,1.0,1.0,,,1.0,,
9788027138739,2024-04-29 03:12:58,Taxikář,"['Detektivky, krimi', 'Thrillery', 'Literatura česká', 'Praha', 'detektivní a krimi romány', 'kriminální podsvětí', 'Romové, cikáni', 'pomsta', 'české krimi', 'organizovaný zločin', 'české detektivky']",12.0,79.0,40.0,47.0,49.0,1.0,6.0,74.0,2.0,2.0
9788088243786,2024-04-29 03:12:58,Zánik městečka Olšiny (12 povídek),"['Povídky', 'Literatura česká', 'romaneta', 'fantasy povídky']",14.0,83.0,13.0,16.0,25.0,2.0,1.0,25.0,,2.0
9788074763304,2024-04-29 03:16:58,Signály ze vzdálené hlásky,"['Literatura česká', 'Poezie']",,20.0,1.0,1.0,,,,1.0,,
9788088446057,2024-04-29 03:16:58,Nepohodlná sestra modernizace. Památková péče a vltavská kaskáda vodních děl,"['Literatura česká', 'Architektura']",,80.0,1.0,1.0,,,,2.0,,
9788090830219,2024-04-29 03:17:01,Přerovnáno I: příběhy přerovských strážníků,"['Fejetony, eseje', 'Humor', 'Literatura česká']",1.0,88.0,5.0,9.0,,1.0,2.0,2.0,2.0,
9788090850484,2024-04-29 03:17:02,Skutečná tvář květin,"['Příroda, zvířata', 'Přírodní vědy']",1.0,100.0,1.0,1.0,7.0,,,1.0,,
9788011043315,2024-04-29 03:11:59,Sólo pro motýly,"['Romány', 'Pro ženy', 'Literatura česká']",3.0,72.0,5.0,7.0,7.0,1.0,2.0,21.0,1.0,1.0
9788074435072,2024-04-29 03:11:59,Až pleskne brok,"['Literatura česká', 'Poezie']",,80.0,1.0,1.0,,,,1.0,,
9788072279005,2024-04-29 03:12:00,Pasáže,"['Romány', 'Literatura česká']",5.0,80.0,3.0,2.0,2.0,1.0,,1.0,1.0,
9788090878501,2024-04-29 03:12:00,Vina a trest,"['Detektivky, krimi', 'Literatura česká']",32.0,87.0,57.0,59.0,53.0,2.0,2.0,10.0,5.0,
9788027801336,2024-04-29 03:12:02,Práh: Mezi půlnocí a ďáblem,"['Literatura česká', 'Fantasy']",5.0,69.0,9.0,11.0,27.0,3.0,1.0,32.0,,1.0
9788075686800,2024-04-29 03:12:03,Neobyčejná cesta za poznáním,"['Literatura česká', 'Fantasy']",,60.0,2.0,2.0,2.0,,,,,1.0
9788075686619,2024-04-29 03:12:03,Kořist a žold 1396,"['Literatura česká', 'Historie']",,100.0,2.0,2.0,,,,1.0,,
9788024712642,2024-04-29 03:17:50,Záliby císařovny Sisi,"['Literatura naučná', 'Biografie a memoáry', 'Historie', 'Sisi, císařovna Alžběta Bavorská, 1837–1898', 'Rakousko-Uhersko', 'císařovny']",7.0,93.0,9.0,8.0,13.0,1.0,3.0,5.0,2.0,
9788088378310,2024-04-29 03:17:53,Skica jako prvotní vizualizace myšlenky: Kdy nejčastěji skicujete? Když se nic neděje.,"['Umění', 'vizualizace']",,100.0,1.0,1.0,1.0,,,1.0,,
9788020461926,2024-04-29 03:15:24,Bandita pro brněnskou baladu,"['Literatura česká', 'Biografie a memoáry', 'Umění', 'hudba', 'zpěv', 'hudební skladatelé']",1.0,82.0,12.0,15.0,6.0,1.0,4.0,6.0,,
9788026619154,2024-04-29 03:15:24,Deník mladé designérky,"['Dům a byt', 'Osobní rozvoj a styl', 'Šikovné děti - tvoření, hry, styl']",,100.0,1.0,1.0,,,2.0,,,
9788020461919,2024-04-29 03:15:24,Velký indiánský příběh: Úchvatný pohled do života domorodých Američanů,"['Literatura naučná', 'Obrazové publikace', 'Historie', 'Indiáni', 'každodenní život']",6.0,100.0,3.0,3.0,14.0,,,3.0,1.0,
9788027070138,2024-04-29 03:15:25,Eko průvodce aneb Planetu B nemáme,"['Literatura naučná', 'Ekologie, živ. prostředí', 'ekologie', 'životní prostředí', 'příručky', 'recyklace']",21.0,93.0,29.0,38.0,41.0,7.0,12.0,18.0,5.0,4.0
9788076661158,2024-04-29 03:15:26,Rapovej deník Lukáše Kouřila,"['Biografie a memoáry', 'Cestopisy a místopisy', 'Hudba a zpěv']",2.0,81.0,37.0,37.0,4.0,,3.0,8.0,3.0,
9788076018587,2024-04-29 03:15:26,Strach a úzkost a jak na ně,"['Literatura česká', 'Literatura naučná', 'Psychologie a pedagogika', 'psychologie', 'strach', 'úzkost', 'úzkostné poruchy']",17.0,74.0,14.0,17.0,33.0,2.0,1.0,8.0,,1.0
9788027138012,2024-04-29 03:15:26,Ozubnicové a pozemní lanové dráhy Evropy,"['Literatura naučná', 'Doprava', 'Historie', 'lanovky']",,90.0,2.0,2.0,1.0,,,3.0,,
9788026449409,2024-04-29 03:15:27,Amerika na mušce,"['Literatura faktu', 'Politologie, mezinárodní vztahy', 'Žurnalistika, publicistika', 'USA (Spojené státy americké)', 'společensko-politická publicistika', 'společenské poměry']",9.0,80.0,10.0,11.0,27.0,2.0,1.0,32.0,,2.0
9788026511915,2024-04-29 03:15:27,Katherine,"['Literatura česká', 'Biografie a memoáry', 'Hudba a zpěv', 'zpěváci', 'slovenská hudba']",,93.0,8.0,12.0,3.0,1.0,2.0,6.0,,
9788026449478,2024-04-29 03:15:27,Osmdesátky!: Od Husáka k Havlovi,"['Literatura česká', 'Literatura naučná', 'Sociologie, společnost', '80. léta 20. století', 'populárně-naučné publikace', 'každodenní život', 'přehledy', 'autobiografické vzpomínky', 'kulturní život']",4.0,62.0,13.0,14.0,9.0,,2.0,21.0,,
9788026449379,2024-04-29 03:15:28,Očima Divišky,['Literatura česká'],5.0,67.0,3.0,2.0,5.0,,,,,
9788027113880,2024-04-29 03:15:28,Psychologie komunikace,"['Psychologie a pedagogika', 'psychologie', 'verbální (slovní) komunikace', 'neverbální (mimoslovní) komunikace']",1.0,80.0,1.0,1.0,4.0,,,,,
9788072529957,2024-04-29 03:15:29,Mazal tov!,"['Mytologie', 'Náboženství', 'Literatura naučná', 'rituály a obřady', 'židovské tradice']",4.0,92.0,10.0,13.0,15.0,1.0,1.0,8.0,,
9788076291133,2024-04-29 03:16:45,Andělem nikdo z nás není: Blízcí Boženy Němcové a Karoliny Světlé,"['Literatura faktu', 'Historie', '19. století', 'české dějiny', 'národní obrození', 'pátrání v minulosti', 'čeští spisovatelé', 'české osobnosti']",3.0,60.0,3.0,3.0,7.0,,1.0,1.0,,
9788090902305,2024-04-29 03:16:45,To mám tak ráda: Marie Rottrová,"['Literatura česká', 'Biografie a memoáry', 'Hudba a zpěv', 'české zpěvačky']",,50.0,2.0,3.0,,,1.0,,,
9788027151585,2024-04-29 03:16:46,Tajemství Karlova mostu,"['Architektura', 'Cestopisy a místopisy', 'Pragensia', 'Praha', 'mosty', 'Karlův most (Praha)']",11.0,90.0,10.0,13.0,27.0,,4.0,5.0,,3.0
9788074926921,2024-04-29 03:16:46,25 na pamětnou,"['Literatura naučná', 'Hudba a zpěv']",,100.0,1.0,3.0,1.0,,1.0,1.0,,1.0
9788075665157,2024-04-29 03:16:47,Advent ve starém domě,"['Povídky', 'Literatura česká', 'Náboženství', 'Vánoce', 'náboženství', 'advent', 'ženská spiritualita']",2.0,92.0,5.0,6.0,6.0,,3.0,1.0,,1.0
9788024294834,2024-04-29 03:16:47,Londýnské rozhlasové komentáře Františka Moravce: Mluví důstojník ministerstva národní obrany,"['Literatura faktu', 'Historie', 'druhý odboj', 'generálové']",,100.0,1.0,1.0,3.0,,,,,
9788020034144,2024-04-29 03:16:48,Vězeň na útěku,"['Literatura naučná', 'Sociologie, společnost', 'vězení, věznice', 'vězni', 'útěky z vězení']",8.0,100.0,1.0,2.0,16.0,,,3.0,,1.0
9788088343677,2024-04-29 03:14:39,Svoboda projevu a po projevu,"['Literatura naučná', 'Politologie, mezinárodní vztahy']",,0.0,1.0,1.0,,,,,,
9788020034373,2024-04-29 03:14:41,Osobnosti emigrace z území Ruské říše v meziválečném Československu,"['Literatura naučná', 'Biografie a memoáry', 'Historie', 'emigrace', 'ruská emigrace', 'politická emigrace', 'exilový kulturní život']",2.0,100.0,1.0,1.0,2.0,,,2.0,1.0,
9788076018334,2024-04-29 03:14:42,"O Vinohradech, kdysi královských","['Literatura faktu', 'Literatura česká', 'Pro děti a mládež']",9.0,100.0,2.0,2.0,11.0,,,2.0,1.0,1.0
9788074135729,2024-04-29 03:14:42,Pište čtivě a srozumitelně,"['Literatura naučná', 'Jazyky, lingvistika', 'Učebnice a slovníky']",8.0,100.0,6.0,8.0,19.0,4.0,,8.0,2.0,
9788075731166,2024-04-29 03:14:43,Čechoslováci ve válečné službě vojenských sil a letectva Svobodné Francie v letech 1940,"['Literatura faktu', 'Válečné', 'Historie']",1.0,53.0,3.0,3.0,,,,4.0,,1.0
9788027136155,2024-04-29 03:15:06,Fantastická zahrádka na balkoně: Šťavnatá sklizeň po celý rok,"['Literatura naučná', 'Hobby', 'Zahrada']",,80.0,1.0,1.0,,,,,,
9788090878709,2024-04-29 03:15:06,Football Club,"['Literatura naučná', 'Sport', 'Žurnalistika, publicistika']",,100.0,2.0,2.0,1.0,,,3.0,,1.0
9788075026750,2024-04-29 03:15:07,Autorské právo v literatuře,"['Literatura naučná', 'O literatuře', 'Právo', 'autorské právo']",3.0,100.0,1.0,1.0,,,,,,
9788027909865,2024-04-29 03:15:08,Kralevic Karel (1334,"['Romány', 'Literatura česká', 'Historické romány']",29.0,94.0,59.0,80.0,39.0,10.0,25.0,86.0,5.0,1.0
9788090899001,2024-04-29 03:15:08,Průvodce králičí norou,"['Literatura česká', 'Literatura naučná', 'Politologie, mezinárodní vztahy', 'ekologie', 'historie, dějiny', 'alternativní historie', 'tajemno', 'konspirace', 'úvahy a zamyšlení', 'zdravotnictví', 'konspirační teorie', 'svoboda', 'Bilderberg']",7.0,71.0,39.0,46.0,15.0,1.0,4.0,44.0,7.0,
9788026450009,2024-04-29 03:16:11,České podsvětí Josefa Klímy,"['Detektivky, krimi', 'Literatura faktu', 'Žurnalistika, publicistika', '90. léta 20. století', 'české krimi', 'organizovaný zločin', 'skutečné kriminální případy', 'podle skutečných událostí']",8.0,83.0,28.0,46.0,39.0,2.0,10.0,54.0,,
9788074926914,2024-04-29 03:16:13,Moudrost,"['Literatura naučná', 'moudrost']",4.0,100.0,2.0,2.0,3.0,,,3.0,,
9788088433361,2024-04-29 03:16:14,Zemanovo finále,"['Literatura faktu', 'Politologie, mezinárodní vztahy', 'Žurnalistika, publicistika', '21. století', 'Miloš Zeman, 1944-', 'prezidenti', 'česká politika']",7.0,76.0,5.0,6.0,9.0,,1.0,9.0,1.0,
9788088413110,2024-04-29 03:16:15,František z Braníka,"['Náboženství', 'Biografie a memoáry', 'Hudba a zpěv']",,75.0,4.0,5.0,1.0,,1.0,2.0,,
9788027518210,2024-04-29 03:16:15,Zahrada je pro radost,"['Literatura naučná', 'Hobby', 'Zahrada', 'zahradní architektura']",4.0,97.0,6.0,8.0,5.0,,2.0,3.0,,
9788026724599,2024-04-29 03:12:29,Vraní oko,"['Detektivky, krimi', 'Literatura česká', 'tajemství', 'chalupy a chaty', 'bažiny, mokřady, močály', 'vesnice', 'jižní Morava', 'české detektivky', 'lužní lesy']",116.0,90.0,1114.0,1511.0,418.0,29.0,386.0,307.0,63.0,17.0
9788026724421,2024-04-29 03:12:30,Pražačka na vsi,"['Romány', 'Pro ženy', 'Literatura česká', 'prvotina', 'humor', 'rodina', 'vesnice', 'nový začátek', 'český venkov']",15.0,68.0,70.0,87.0,75.0,1.0,11.0,47.0,3.0,2.0
9788024950259,2024-04-29 03:12:30,V pasti,"['Povídky', 'Literatura česká', 'pro ženy', 'partnerské vztahy', 'psychologické příběhy', 'manželská krize', 'české povídky', 'podle skutečných událostí']",17.0,75.0,40.0,60.0,56.0,,14.0,60.0,2.0,1.0
9788027714117,2024-04-29 03:12:30,Smrková Tišina,"['Romány', 'Thrillery', 'Literatura česká', 'Šumava', 'české krimi', 'české detektivky']",22.0,63.0,108.0,125.0,91.0,2.0,15.0,67.0,,1.0
9788026445753,2024-04-29 03:12:31,Svět podle Nikyho,"['Literatura česká', 'Biografie a memoáry', 'Příběhy', 'autismus']",2.0,80.0,5.0,6.0,9.0,,3.0,,1.0,
9788075884091,2024-04-29 03:12:31,Stříbrný měsíc,"['Detektivky, krimi', 'Literatura česká', 'Historické romány', 'Brno', 'Morava', 'rytíři', '15. století', 'historické detektivky', 'padělatelé', 'český středověk', 'penězokazi', 'rituální vraždy']",11.0,82.0,26.0,28.0,13.0,1.0,9.0,37.0,,2.0
9788024286808,2024-04-29 03:12:31,Rodiny a rodinky,"['Povídky', 'Literatura česká']",8.0,76.0,65.0,80.0,44.0,,15.0,60.0,2.0,1.0
9788020721532,2024-04-29 03:12:32,Červený obr,"['Literatura česká', 'Poezie', 'Magnesia Litera']",4.0,70.0,24.0,23.0,15.0,,2.0,5.0,1.0,
9788024950143,2024-04-29 03:12:32,Vesničanka,"['Romány', 'Pro ženy', 'Literatura česká', 'naděje', 'pro ženy', 'vesnice', 'Alzheimerova choroba', 'matky a dcery', 'nový začátek', 'český venkov']",38.0,81.0,231.0,300.0,200.0,10.0,73.0,144.0,8.0,4.0
9788076832862,2024-04-29 03:12:33,Případ přelétavého starožitníka,"['Detektivky, krimi', 'Romány', 'Literatura česká', 'humor', 'starožitnosti', 'české detektivky', 'pátrající amatér']",1.0,59.0,27.0,28.0,16.0,,6.0,32.0,1.0,
9788027907762,2024-04-29 03:12:33,Ve spárech Afrodity,"['Detektivky, krimi', 'Literatura česká', 'detektivní a krimi romány', 'české krimi', 'české detektivky']",1.0,80.0,14.0,16.0,10.0,,,46.0,2.0,
9788027907755,2024-04-29 03:12:33,Trýzeň slávy,"['Literatura česká', 'Historické romány', 'Přemyslovci', 'panovníci', 'králové', 'královny', '12.-13. století', 'Přemysl Otakar. I., 1155/1167-1230', 'historické romány', 'české romány']",4.0,77.0,18.0,22.0,7.0,1.0,,52.0,,1.0
9788027908172,2024-04-29 03:12:34,Podívej se podruhé...,"['Romány', 'Pro ženy', 'Literatura česká', 'nevěra', 'psychologie', 'partnerské vztahy', 'napětí', 'manipulace (psychologie)', 'narcismus', 'česká dramata', 'české romány', 'psaní']",18.0,87.0,125.0,145.0,93.0,2.0,33.0,105.0,9.0,3.0
9788027907731,2024-04-29 03:12:34,Odsouzen k smrti,"['Detektivky, krimi', 'Literatura česká', 'detektivní a krimi romány', 'české krimi', 'české detektivky']",14.0,87.0,61.0,71.0,31.0,,7.0,43.0,,
9788027907717,2024-04-29 03:12:34,Koniáš kontra Špork,"['Romány', 'Literatura česká', 'Historické romány', '18. století', 'jezuité, Tovaryšstvo Ježíšovo', 'jezuita Antonín Koniáš, 1691-1760', 'historické romány', 'František Antonín Špork, 1662-1738']",2.0,86.0,10.0,12.0,11.0,,2.0,39.0,,1.0
9788074754357,2024-04-29 03:12:35,Nevěsta na útěku,"['Pro ženy', 'Literatura česká', 'Historické romány', 'romantika', 'historické romance']",18.0,80.0,63.0,95.0,74.0,2.0,11.0,112.0,5.0,4.0
9788090880115,2024-04-29 03:17:25,Zcela legální daňové triky 2024,"['Literatura naučná', 'Ekonomie a obchod', 'Právo', 'rok 2024']",,80.0,1.0,1.0,,,1.0,,,
9788076940284,2024-04-29 03:17:26,Karel Klostermann a zrod Šumavy,"['Literatura česká', 'Historie', 'Ekologie, živ. prostředí']",2.0,100.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,
9788074656194,2024-04-29 03:17:27,Fake news a politika klasického Řecka,"['Filozofie', 'Historie']",1.0,100.0,1.0,,1.0,,,1.0,1.0,
9788074656132,2024-04-29 03:17:28,Malý velký Koloredov,['Historie'],,100.0,1.0,1.0,,,1.0,,,
9788087572719,2024-04-29 03:17:28,Pražské ptactvo 1800–2020: Ptáci – město – příběh hrdiny,"['Literatura naučná', 'Biografie a memoáry', 'Příroda, zvířata', 'ptáci, ptactvo']",3.0,100.0,1.0,2.0,7.0,,,2.0,1.0,
9788025743256,2024-04-29 03:17:29,"Svatby: Tradice, zvyky a výzdoba pro svatební den","['Literatura naučná', 'Historie', 'Sociologie, společnost', 'svatba']",6.0,40.0,3.0,3.0,7.0,,,,,
9788088437123,2024-04-29 03:10:23,Zločiny dvorního rady II: Až přiletí kometa,"['Detektivky, krimi', 'Literatura česká', 'Historie']",1.0,93.0,3.0,4.0,1.0,,1.0,2.0,,
9788072444977,2024-04-29 03:10:24,První král,"['Romány', 'Literatura česká', 'Historie', '11. století', 'Přemyslovci', 'historické romány']",7.0,93.0,11.0,14.0,13.0,,4.0,11.0,,
9788074655944,2024-04-29 03:10:24,Veles: Slovanské božstvo ve srovnávací perspektivě,"['Mytologie', 'Literatura naučná', 'Historie', 'bohové', 'slovanská náboženství', 'slovanská mytologie']",8.0,70.0,4.0,3.0,10.0,1.0,,6.0,1.0,1.0
9788086158747,2024-04-29 03:10:24,Karneval,"['Literatura česká', 'Poezie']",,100.0,3.0,4.0,,,,1.0,1.0,
9788088073390,2024-04-29 03:10:25,Fontána strachu,"['Horory', 'Povídky', 'Thrillery']",1.0,40.0,2.0,3.0,,,,1.0,,2.0
9788011034887,2024-04-29 03:10:25,Formulista,"['Romány', 'Pro ženy', 'Literatura česká', 'romantika']",26.0,87.0,153.0,171.0,89.0,4.0,37.0,111.0,8.0,7.0
9788088428312,2024-04-29 03:10:26,Yucatanské zrcadlo,"['Detektivky, krimi', 'Literatura česká', 'Fantasy', 'detektivní a krimi romány', 'historické romány', 'české romány', 'fantasy romány']",,100.0,4.0,6.0,2.0,1.0,1.0,2.0,2.0,
9788075304407,2024-04-29 03:10:26,Pozastavené stmívání,"['Literatura česká', 'Poezie']",,85.0,4.0,3.0,2.0,,,1.0,,
9788076950245,2024-04-29 03:10:26,Tajemství hradu Klamorná,"['Detektivky, krimi', 'Literatura česká', 'Historické romány', 'středověk', 'historické detektivky', 'české detektivky', 'hrady a zámky', 'LGBT, queer, LGBT+']",2.0,82.0,9.0,10.0,14.0,1.0,1.0,47.0,,1.0
9788076950283,2024-04-29 03:10:26,Paní na Svojanově: Láska pevnější než kámen,"['Pro ženy', 'Literatura česká', 'Historické romány']",7.0,88.0,10.0,12.0,19.0,,3.0,47.0,2.0,1.0
9788076912151,2024-04-29 03:10:27,Studený jaro,"['Novely', 'Literatura česká']",,80.0,3.0,3.0,,,2.0,,,
