GR_isbn,GR_date,GR_title,GR_rating,GR_ratings_count,GR_reviews,GR_published,GR_pages,GR_format,GR_1_stars,GR_2_stars,GR_3_stars,GR_4_stars,GR_5_stars
9788075582607,2024-12-02 22:08:29,Kůň v kině by Jan Nejedlý,4.0,1.0,0.0,"June 20, 2024",136.0,hardcover,0.0,0.0,0.0,1.0,0.0
9788026431114,2024-12-02 22:08:33,Dubajka – příběh letušky by Tereza Vichtereyová,3.0,24.0,6.0,"January 1, 2020",264.0,hardcover,2.0,4.0,11.0,6.0,1.0
9788090816152,2024-12-02 22:08:38,Svět podle Agnes - život s mnichem by Agnes Pechová,3.89,9.0,4.0,"January 1, 2021",206.0,paperback,0.0,1.0,2.0,3.0,3.0
9788024277400,2024-12-02 22:09:08,Srdcaři by Josef Veselka,4.17,24.0,3.0,"January 1, 2021",456.0,hardcover,0.0,0.0,5.0,10.0,9.0
9788027120956,2024-12-02 22:09:14,Bláznivý život na volné noze by Oldřiška Ciprová,1.67,3.0,1.0,"April 23, 2020",208.0,paperback,1.0,2.0,0.0,0.0,0.0
9788076507180,2024-12-02 22:09:20,Nezbednice Mona by Dana Chladová,4.0,1.0,0.0,"September 5, 2022",64.0,hardcover,0.0,0.0,0.0,1.0,0.0
9788076502710,2024-12-02 22:09:25,Hédonista by Robert Macků,4.0,3.0,2.0,"November 23, 2020",280.0,hardcover,0.0,0.0,1.0,1.0,1.0
9788027702732,2024-12-02 22:09:29,Deník šílenství by Veronika Saforková,2.83,23.0,1.0,"August 1, 2021",336.0,hardcover,2.0,8.0,6.0,6.0,1.0
9788020463234,2024-12-02 22:09:35,"Vietnamské srdce, český domov: Příběhy na spojnici kultur by Klára Mandausová",3.0,4.0,1.0,"May 23, 2024",176.0,paperback,0.0,1.0,2.0,1.0,0.0
9788024952338,2024-12-02 22:09:36,Sny umírají s králi by Jaromír Jindra,3.25,4.0,0.0,"January 1, 2003",240.0,hardcover,1.0,0.0,1.0,1.0,1.0
9788027513482,2024-12-02 22:09:40,Zahrada by Petra Dvořáková,3.81,2108.0,547.0,"October 6, 2022",189.0,hardcover,30.0,125.0,511.0,985.0,457.0
9788075537713,2024-12-02 22:09:47,Lampálie v ohrožení by Martin Šinkovský,4.0,1.0,1.0,"December 18, 2020",84.0,paperback,0.0,0.0,0.0,1.0,0.0
9788027521487,2024-12-02 22:09:50,To je cirkus! by Karolína Skučková,0.0,0.0,0.0,"January 1, 2024",272.0,hardcover,0.0,0.0,0.0,0.0,0.0
9788027912841,2024-12-02 22:09:53,Smrt šumavského poustevníka by Vlastimil Vondruška,3.8,10.0,2.0,"January 1, 2024",336.0,hardcover,0.0,0.0,4.0,4.0,2.0
9788076375062,2024-12-02 22:09:55,Pražské metro by Pavel Karous,0.0,0.0,0.0,"November 15, 2024",400.0,hardcover,0.0,0.0,0.0,0.0,0.0
9788024394374,2024-12-02 22:10:27,Přišla třetí blondýna by Alena Jakoubková,3.0,3.0,0.0,"January 1, 2020",256.0,hardcover,0.0,0.0,3.0,0.0,0.0
9788027910137,2024-12-02 22:10:29,"Jak se do lesa volá (Martin Stein, #3) by Marie Horová",4.2,5.0,0.0,"January 1, 2023",272.0,hardcover,0.0,0.0,1.0,2.0,2.0
9788076333505,2024-12-02 22:10:34,Setkání v soumraku by Renáta Navrátilová,2.0,6.0,4.0,"January 1, 2020",201.0,hardcover,3.0,0.0,3.0,0.0,0.0
9783899198454,2024-12-02 22:10:39,La metamorfosi (Edizione di Praga) by unknown author,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0
9788075886545,2024-12-02 22:11:18,"Cesta pro vraha (Ota Fink, #11) by Jaroslav Velinský",4.75,4.0,2.0,"January 1, 2004",296.0,hardcover,0.0,0.0,0.0,1.0,3.0
9788027902538,2024-12-02 22:11:23,Pod císařským orlem by Zdeněk Grmolec,0.0,0.0,0.0,"March 2, 2022",248.0,hardcover,0.0,0.0,0.0,0.0,0.0
9788090755086,2024-12-02 22:11:26,Odstíny zločinu by Ladislav Beran,2.0,1.0,0.0,"March 17, 2020",344.0,hardcover,0.0,1.0,0.0,0.0,0.0
9788076880412,2024-12-02 22:11:28,Básničky s pohybem - Zvířátka - Kvído by Albi,4.5,2.0,0.0,,,,0.0,0.0,0.0,1.0,1.0
9788076505469,2024-12-02 22:11:31,Cesta do blikajícího pekla by Šárka Medková,4.0,12.0,2.0,"February 1, 2022",96.0,hardcover,0.0,1.0,2.0,5.0,4.0
9788011041267,2024-12-02 22:11:35,Vztahy vážně i nevážně by Tomáš  Braun,3.0,1.0,1.0,"January 1, 2023",156.0,paperback,0.0,0.0,1.0,0.0,0.0
9788027902606,2024-12-02 22:11:38,Přerušený řetězec by Petr Eidler,4.33,3.0,2.0,"January 1, 2022",320.0,hardcover,0.0,0.0,1.0,0.0,2.0
9788011025496,2024-12-02 22:11:40,Frank a želvička by Lukáš Bohata,3.0,1.0,0.0,"January 1, 2022",56.0,hardcover,0.0,0.0,1.0,0.0,0.0
9788075678386,2024-12-02 22:11:45,Kindness by Karolína Bendová,3.3,33.0,1.0,"January 1, 2021",286.0,paperback,2.0,6.0,11.0,8.0,6.0
9788027801961,2024-12-02 22:11:50,"Slepý hon (Kladivo na čaroděje, #13) by Jiří Pavlovský",3.83,23.0,5.0,"June 19, 2024",136.0,paperback,0.0,0.0,8.0,11.0,4.0
9788076834934,2024-12-02 22:14:33,Očima kriminalistů by Miroslav Vaňura,3.44,9.0,3.0,"March 28, 2024",199.0,hardcover,0.0,1.0,5.0,1.0,2.0
9788075582195,2024-12-02 22:14:37,Bába Bedla a dívka na hřebeni by Markéta Pilátová,4.0,4.0,0.0,"March 13, 2023",72.0,hardcover,0.0,0.0,2.0,0.0,2.0
9788027904716,2024-12-02 22:15:17,"Pařát smrtky (Detektivní případy mnicha Blasia, #2) by Jan  Bauer",3.0,1.0,0.0,"January 1, 2023",216.0,hardcover,0.0,0.0,1.0,0.0,0.0
9788025368299,2024-12-02 22:15:20,Zlomky nekonečna by Adéla Rosípalová,4.31,253.0,40.0,"July 25, 2024",336.0,paperback,3.0,10.0,25.0,83.0,132.0
9788011007256,2024-12-02 22:15:25,Nemám by Jakub Jarolím,4.0,1.0,0.0,"January 1, 2021",204.0,paperback,0.0,0.0,0.0,1.0,0.0
9788076371958,2024-12-02 22:15:27,Tma by Toy_box,4.67,3.0,0.0,"January 1, 2021",,hardcover,0.0,0.0,0.0,1.0,2.0
9788071083924,2024-12-02 22:15:34,Totožnost by Milan Kundera,3.69,30272.0,2360.0,"October 29, 1997",136.0,hardcover,449.0,2.0,9.0,12.0,6.0
9788076560642,2024-12-02 22:15:42,Kupec a dobrodruh na Zlaté cestě by Petra Braunová,4.0,3.0,0.0,"January 1, 2023",309.0,hardcover,0.0,0.0,0.0,3.0,0.0
9788075582041,2024-12-02 22:15:44,Veverka z Vamberka: Na sněhu by Markéta Pilátová,2.67,3.0,1.0,"January 1, 2022",27.0,hardcover,0.0,2.0,0.0,1.0,0.0
9788090828025,2024-12-02 22:15:47,Minda na výletě by Ivana Jindřichová,4.14,21.0,4.0,"January 1, 2022",159.0,paperback,1.0,0.0,4.0,6.0,10.0
9788055192680,2024-12-02 22:15:51,Gump: Sme dvojka by Filip Rožek,4.19,52.0,8.0,"January 1, 2023",168.0,hardcover,0.0,4.0,7.0,16.0,25.0
9788074762666,2024-12-02 22:15:54,Úterní poledne by Tomáš Král,4.0,1.0,0.0,"January 1, 2023",360.0,hardcover,0.0,0.0,0.0,1.0,0.0
9788025348192,2024-12-02 22:15:57,Noci běsů by Kateřina Šardická,3.93,970.0,197.0,"January 1, 2020",312.0,hardcover,8.0,37.0,224.0,444.0,257.0
9788088378389,2024-12-02 22:16:35,Nebe pod Berlínem by Jaroslav Rudiš,3.79,813.0,45.0,"January 1, 2002",176.0,hardcover,11.0,53.0,226.0,332.0,191.0
9788024949123,2024-12-02 22:16:39,Chameleon v lentilkách by Zuzana Hubeňáková,3.5,2.0,0.0,"January 1, 2022",361.0,paperback,0.0,0.0,1.0,1.0,0.0
9788075979278,2024-12-02 22:16:42,Leopolda Bumbáce největší tajemství by Jan Budař,5.0,2.0,1.0,"January 1, 2021",147.0,hardcover,0.0,0.0,0.0,0.0,2.0
9788088362166,2024-12-02 22:16:50,"Šikmý kostel 3: románová kronika ztraceného města, léta 1945–1961 by Karin Lednická",4.68,653.0,53.0,"April 18, 2024",696.0,hardcover,0.0,0.0,31.0,149.0,473.0
9788024279657,2024-12-02 22:16:53,"Dnes ještě ne by Alena Mornštajnová, Petra Soukupová, Petra Dvořáková, Bianca Bellová, Markéta Pilátová a ďalší.",3.56,39.0,6.0,"January 1, 2022",168.0,hardcover,0.0,2.0,17.0,16.0,4.0
9788074228148,2024-12-02 22:17:22,Frišta by Petra Procházková,4.14,260.0,20.0,"January 1, 2004",297.0,hardcover,4.0,7.0,47.0,92.0,110.0
9788027902774,2024-12-02 22:17:26,"Řekni, že jsi Tachovská by Kateřina Tachovská-Vestman",3.0,1.0,0.0,"January 1, 2022",280.0,hardcover,0.0,0.0,1.0,0.0,0.0
9788027505913,2024-12-02 22:19:49,"Tohle město, tahle řeka by Martina Leierová",4.08,79.0,13.0,"March 31, 2021",250.0,hardcover,0.0,2.0,20.0,27.0,30.0
9788074481017,2024-12-02 22:19:52,Turistická značka: 44 tisíc kilometrů tradice by Marek Šálek,3.0,1.0,0.0,"April 25, 2024",240.0,hardcover,0.0,0.0,1.0,0.0,0.0
9788075543158,2024-12-02 22:19:54,Objetí mravenečníka by Martin Vitický,2.4,5.0,3.0,"January 1, 2021",424.0,hardcover,2.0,1.0,0.0,2.0,0.0
9788076560512,2024-12-02 22:19:59,Lidé lesních stínů by Martin Kuška,5.0,3.0,2.0,"October 24, 2022",456.0,paperback,0.0,0.0,0.0,0.0,3.0
9788074704246,2024-12-02 22:20:06,Vir by David Klimeš,2.0,2.0,0.0,"January 1, 2022",196.0,paperback,0.0,2.0,0.0,0.0,0.0
9788076660489,2024-12-02 22:20:13,"Ach jo, to by se policistovi stávat nemělo by Svatopluk Dubský",4.0,1.0,1.0,"January 1, 2021",284.0,hardcover,0.0,0.0,0.0,1.0,0.0
9788025356128,2024-12-02 22:20:17,"Králova mlha (Leviar, #1) by Aleš Diviš",3.68,28.0,7.0,"January 1, 2022",313.0,hardcover,0.0,3.0,7.0,14.0,4.0
9788026431183,2024-12-02 22:20:21,Stíny v duši by Radka Zadinová,3.28,29.0,5.0,"January 1, 2020",266.0,hardcover,4.0,4.0,9.0,4.0,8.0
9788088183259,2024-12-02 22:20:52,Tři prózy by Ladislav Fuks,4.44,9.0,0.0,"January 1, 2021",520.0,hardcover,0.0,0.0,0.0,5.0,4.0
9788076375024,2024-12-02 22:21:00,Tahle voda je naše by A. Gravensteen,0.0,0.0,0.0,"October 16, 2024",408.0,hardcover,0.0,0.0,0.0,0.0,0.0
9788072278824,2024-12-02 22:21:02,"Aristokratka pod palbou lásky (Aristokratka, #6) by Evžen Boček",3.7,383.0,35.0,"January 1, 2022",326.0,hardcover,4.0,39.0,115.0,134.0,91.0
9788087971468,2024-12-02 22:21:05,Jak Eda ke kompostu přišel by Tereza Víznerová,3.0,3.0,1.0,"January 1, 2020",,hardcover,0.0,1.0,1.0,1.0,0.0
9788024951249,2024-12-02 22:21:33,Feťáci by Eva Dolejšová,4.5,8.0,1.0,"August 1, 2023",374.0,hardcover,0.0,0.0,0.0,4.0,4.0
9788088406341,2024-12-02 22:21:39,Kšeftmani a pistolníci by Štěpán Šimek,2.0,1.0,0.0,"January 1, 2022",220.0,,0.0,1.0,0.0,0.0,0.0
9788073356873,2024-12-02 22:24:00,Arizona by Jaroslav Jan Paulík,4.38,8.0,0.0,"January 1, 1928",224.0,paperback,0.0,0.0,1.0,3.0,4.0
9788088067573,2024-12-02 22:24:01,Hrůzy v Michiganu by Pavel Bartáček,4.11,9.0,4.0,"June 27, 2022",324.0,paperback,0.0,0.0,1.0,6.0,2.0
9788090917422,2024-12-02 22:24:05,"Stačí mávnout křídly (Stačí mávnout křídly, #1) by Sára Topinková",4.48,446.0,88.0,"June 20, 2024",336.0,paperback,5.0,6.0,27.0,142.0,266.0
9788076617254,2024-12-02 22:24:11,"Síla obsidiánu (Tajemství obsidiánu, #3) by Petra Martišková",4.0,35.0,4.0,"May 8, 2023",280.0,hardcover,0.0,1.0,11.0,10.0,13.0
9788076373990,2024-12-02 22:24:13,Rozložíš paměť by Marek Torčík,4.35,956.0,106.0,"January 1, 2023",280.0,paperback,2.0,9.0,113.0,356.0,476.0
9788090793262,2024-12-02 22:24:19,Případ mrtvé novicky by Jaromír Jindra,3.0,1.0,0.0,"January 1, 2021",304.0,hardcover,0.0,0.0,1.0,0.0,0.0
9788011030902,2024-12-02 22:24:21,Fotografovy hřbitovní zážitky by Richard Ulman,3.67,3.0,0.0,"January 1, 2024",89.0,paperback,0.0,1.0,0.0,1.0,1.0
9788087971550,2024-12-02 22:24:24,Silné a křehké by Zdeňka Štěpánková,4.0,5.0,1.0,"January 1, 2022",68.0,hardcover,0.0,0.0,1.0,3.0,1.0
9788053012034,2024-12-02 22:24:26,Lamač by Indy Sky,3.38,8.0,3.0,"September 1, 2024",352.0,paperback,1.0,1.0,2.0,2.0,2.0
9788020720603,2024-12-02 22:35:02,Hyena by Hana Lundiaková,3.39,66.0,3.0,"January 1, 2021",132.0,hardcover,3.0,10.0,22.0,20.0,11.0
9788090818859,2024-12-02 22:35:06,V šedi by Milada Střítezská,5.0,4.0,1.0,"January 1, 2023",166.0,hardcover,0.0,0.0,0.0,0.0,4.0
9788027133536,2024-12-02 22:35:09,"Aristokrat (Alexandr Kraus, #2) by Antonín Mazáč",4.0,8.0,0.0,"January 1, 2021",352.0,hardcover,0.0,0.0,1.0,6.0,1.0
9788072278794,2024-12-02 22:35:11,Utrpení a jiné žánry by Dora Kaprálová,3.71,17.0,3.0,"January 1, 2022",208.0,paperback,0.0,0.0,7.0,8.0,2.0
9788024277141,2024-12-02 22:35:15,Jak zabít dvakrát by Josef Klíma,3.83,6.0,1.0,"January 1, 2021",256.0,hardcover,0.0,0.0,1.0,5.0,0.0
9788074043741,2024-12-02 22:35:20,Zloděj tváří by Arnošt Vašíček,2.86,7.0,2.0,"January 1, 2023",205.0,hardcover,1.0,1.0,3.0,2.0,0.0
9788025736364,2024-12-02 22:35:23,"Vidění (Mycelium, #4) by Vilma Kadlečková",4.23,443.0,39.0,"January 1, 2014",488.0,hardcover,0.0,6.0,80.0,161.0,196.0
9788076504509,2024-12-02 22:35:27,Johnny a Jessie: Zapomenutý mýtus by Jaroslava Kelly,5.0,6.0,3.0,"January 6, 2022",,hardcover,0.0,0.0,0.0,0.0,6.0
9788026722946,2024-12-02 22:35:34,Promlčení (Detektiv Volf #1) by Jiří Březina,3.62,205.0,21.0,"August 10, 2015",248.0,,2.0,9.0,82.0,84.0,28.0
9788024295732,2024-12-02 22:35:41,Šlechta v českých zemích: aristokracie od středověku po současnost 2. díl by Hana Kneblová,3.0,2.0,1.0,"January 1, 2024",248.0,hardcover,0.0,0.0,2.0,0.0,0.0
9788088362005,2024-12-02 22:35:43,Šikmý kostel: románová kronika ztraceného města by Karin Lednická,4.54,3608.0,328.0,"February 20, 2020",400.0,hardcover,15.0,35.0,221.0,1.0,2.0
9788076508965,2024-12-02 22:35:50,"Ten, co kráčí se smrtí by Barb Rýdl",3.98,87.0,14.0,"December 22, 2022",480.0,paperback,0.0,7.0,14.0,40.0,26.0
9788088437109,2024-12-02 22:35:53,Krvavý náhrobek by Anna Beatrix Bártová,3.25,12.0,5.0,"June 1, 2023",256.0,hardcover,4.0,0.0,2.0,1.0,5.0
9788026725091,2024-12-02 22:35:58,Na kopci by Jiří Březina,3.75,72.0,3.0,"January 1, 2013",352.0,hardcover,0.0,4.0,22.0,34.0,12.0
9788025740910,2024-12-02 22:36:02,Až ke křížku by Klára Teršová,3.07,15.0,2.0,"January 1, 2023",236.0,hardcover,1.0,2.0,8.0,3.0,1.0
9788088320555,2024-12-02 22:36:06,Říkají mi Pepi by Lenka Šeborová,5.0,1.0,1.0,"November 19, 2020",128.0,paperback,0.0,0.0,0.0,0.0,1.0
9788020463029,2024-12-02 22:36:09,Když za nás Bůh netahá kaštany z ohně by Renata Kalenská,3.88,25.0,2.0,"March 28, 2024",312.0,paperback,0.0,4.0,4.0,8.0,9.0
9788024955209,2024-12-02 22:38:33,"Historky z Tinderu 2 aneb Láska, sex a ten pravý nikde by Lucie Macháčková",3.43,14.0,2.0,"January 1, 2024",272.0,paperback,0.0,2.0,6.0,4.0,2.0
9788025743324,2024-12-02 22:38:39,Jehovista by Martin Sodoma,3.6,5.0,0.0,"January 1, 2024",416.0,hardcover,0.0,1.0,1.0,2.0,1.0
9788087109793,2024-12-02 22:38:42,Mediátorka: Každý má svou pravdu by Hana Lenghartová,4.0,2.0,0.0,"January 1, 2024",256.0,hardcover,0.0,0.0,1.0,0.0,1.0
9788088483618,2024-12-02 22:38:44,Rozcestí osudu by Emilly Ross,4.07,14.0,5.0,"January 1, 2023",224.0,paperback,1.0,1.0,2.0,2.0,8.0
9788024270616,2024-12-02 22:38:47,Alej smrti by Jiří Hanibal,3.0,3.0,0.0,"January 1, 2020",384.0,hardcover,0.0,0.0,3.0,0.0,0.0
9788027517909,2024-12-02 22:38:53,Němé duše by Jitka Ládrová,3.17,54.0,21.0,"January 1, 2023",504.0,paperback,5.0,14.0,10.0,17.0,8.0
9788075885722,2024-12-02 22:38:57,"Láska, smrt a všechno zlý by Martin Paytok",4.06,62.0,12.0,"March 4, 2024",376.0,hardcover,0.0,2.0,12.0,28.0,20.0
9788087971604,2024-12-02 22:39:00,Punťa a Ťunťa: Jak se chtěli dostat na vrchol potravního řetězce by Klára Pavlovcová,4.0,2.0,0.0,"January 1, 2023",56.0,hardcover,0.0,0.0,0.0,2.0,0.0
9788076504424,2024-12-02 22:39:03,Převozník by Zuzana Pokorná,4.0,7.0,3.0,"October 1, 2021",256.0,paperback,0.0,0.0,2.0,3.0,2.0
9788027112142,2024-12-02 22:39:06,Kouzelný pelíšek by Zuzana Pospíšilová,3.25,4.0,2.0,"January 1, 2020",64.0,hardcover,0.0,0.0,3.0,1.0,0.0
9788090806740,2024-12-02 22:39:09,Lemony by Markéta Maar Eder,3.88,8.0,0.0,"January 1, 2021",96.0,hardcover,0.0,0.0,4.0,1.0,3.0
9788076832947,2024-12-02 22:39:14,Jiné místo by Kateřina Karolová,3.41,139.0,25.0,"January 1, 2023",232.0,,2.0,20.0,53.0,47.0,17.0
9788027902408,2024-12-02 22:39:17,Morový testament by Vlastimil Vondruška,3.75,24.0,1.0,"March 11, 2022",304.0,hardcover,0.0,0.0,11.0,8.0,5.0
9788000066134,2024-12-02 22:39:22,Do Nepaměti by Tomáš Končinský,4.22,18.0,4.0,"March 14, 2022",256.0,paperback,0.0,1.0,2.0,7.0,8.0
9788090857568,2024-12-02 22:39:27,Pavilon hrůzy by Joe Hloucha,3.5,8.0,2.0,"January 1, 1920",192.0,,0.0,0.0,5.0,2.0,1.0
9788027151301,2024-12-02 22:39:29,Jelita & jitrnice by Michaela Janečková,4.56,9.0,1.0,"February 12, 2024",372.0,paperback,0.0,0.0,1.0,2.0,6.0
9788027125562,2024-12-02 22:39:32,Arábie: Mezi beduíny by Veronika Válková,4.19,43.0,2.0,"January 1, 2020",160.0,paperback,1.0,0.0,9.0,13.0,20.0
9788024298689,2024-12-02 22:39:35,Až na kraj světa – Prapůvodní cestou do Santiaga a ještě dál by Julie Růžičková,4.0,1.0,1.0,"August 26, 2024",160.0,hardcover,0.0,0.0,0.0,1.0,0.0
9788024276939,2024-12-02 22:39:39,Právník - Aféra Dieselgate v Česku by Martin Kodýdek,4.0,1.0,0.0,"September 17, 2021",176.0,hardcover,0.0,0.0,0.0,1.0,0.0
9788075885760,2024-12-02 22:39:41,"V jámě lvové (UTSS Salamis, #5) by Jakub Mařík",4.19,31.0,2.0,"March 4, 2024",440.0,paperback,0.0,1.0,4.0,14.0,12.0
9788024283609,2024-12-02 22:39:44,Hra o přežití by David Urban,3.93,41.0,9.0,"November 9, 2022",384.0,hardcover,0.0,2.0,8.0,22.0,9.0
9788090790643,2024-12-02 22:39:49,Adventní kalendář povídek: Kdysi v zimě by Nikol Wolfová,5.0,1.0,0.0,"January 1, 2022",200.0,paperback,0.0,0.0,0.0,0.0,1.0
9788027801091,2024-12-02 22:39:54,"Operace Petragun (Legie, #8) by František Kotleta",4.21,127.0,11.0,"February 22, 2023",320.0,paperback,0.0,2.0,24.0,46.0,55.0
9788027907915,2024-12-02 22:40:01,Z kamene a z vápna by Martin Nesměrák,2.5,2.0,0.0,"January 1, 2023",336.0,hardcover,0.0,1.0,1.0,0.0,0.0
9788027900572,2024-12-02 22:40:04,Příliš mnoho podezřelých by Jan  Bauer,4.0,1.0,0.0,"January 1, 2021",400.0,hardcover,0.0,0.0,0.0,1.0,0.0
9788027904464,2024-12-02 22:40:08,Král cizinec (Lucemburská epopej #1) by Vlastimil Vondruška,3.97,32.0,3.0,"January 1, 2022",448.0,hardcover,0.0,1.0,7.0,16.0,8.0
9788020462602,2024-12-02 22:40:12,O kočkách a kocourech by Josef Schwarz,3.67,3.0,0.0,"November 11, 2023",192.0,paperback,0.0,0.0,1.0,2.0,0.0
9788075463180,2024-12-02 22:40:14,Žena tří mužů by Anna Beatrix Bártová,3.25,4.0,2.0,"November 1, 2020",352.0,hardcover,1.0,0.0,1.0,1.0,1.0
9788027505142,2024-12-02 22:40:18,Peníze od Hitlera by Radka Denemarková,4.01,646.0,103.0,"January 1, 2006",304.0,hardcover,6.0,43.0,109.0,268.0,220.0
9788075465184,2024-12-02 22:42:43,"Ano, pane Božský by Lucie Srňánková",4.0,21.0,8.0,"January 1, 2024",400.0,hardcover,1.0,0.0,5.0,7.0,8.0
9788074433818,2024-12-02 22:42:55,Republika by David Zábranský,2.56,32.0,5.0,"October 15, 2020",250.0,hardcover,8.0,8.0,8.0,6.0,2.0
9788074373923,2024-12-02 22:43:01,"Divoká honba: Příběh ze Šumavy z časů, kdy se budoval ráj a Bůh si zakryl tvář by Jiří Šesták",4.0,2.0,0.0,"January 1, 2022",222.0,paperback,0.0,0.0,0.0,2.0,0.0
9788027900664,2024-12-02 22:43:03,Neviditelní by Vlastimil Vondruška,2.97,31.0,9.0,"January 1, 2021",268.0,hardcover,6.0,5.0,10.0,4.0,6.0
9788027744244,2024-12-02 22:43:11,Skutečná by Šárka Przewozná,4.33,3.0,1.0,"January 1, 2024",296.0,paperback,0.0,0.0,0.0,2.0,1.0
9788075463357,2024-12-02 22:43:13,Lady Aradia by Lenka Blažejová,3.33,3.0,0.0,"January 1, 2021",224.0,hardcover,0.0,1.0,1.0,0.0,1.0
9788074076459,2024-12-02 22:43:20,Jitřní záře by Dan Wlodarzcyk,3.67,3.0,0.0,"January 1, 2024",240.0,hardcover,0.0,0.0,1.0,2.0,0.0
9788088488699,2024-12-02 22:43:23,Hellbound by Theresa Black,4.0,14.0,5.0,"January 1, 2023",596.0,,1.0,0.0,3.0,4.0,6.0
9788076336810,2024-12-02 22:43:26,Prázdniny za trest by Petra Langová,3.65,20.0,3.0,"March 11, 2022",176.0,hardcover,1.0,3.0,4.0,6.0,6.0
9788072528769,2024-12-02 22:43:29,Ruce houslisty by Alena Ježková,4.31,42.0,2.0,"January 1, 2021",164.0,hardcover,0.0,2.0,5.0,13.0,22.0
9788027505333,2024-12-02 22:43:32,Čokoláda pro wehrmacht by Přemysl Krejčík,3.44,27.0,5.0,"February 1, 2021",295.0,paperback,0.0,3.0,11.0,11.0,2.0
9788076701106,2024-12-02 22:43:36,Láska ve špičce italské boty by Blanka Malá,3.77,22.0,1.0,"January 1, 2023",256.0,hardcover,0.0,2.0,6.0,9.0,5.0
9788088346166,2024-12-02 22:43:41,"Zjevy kosmické, řevy pozemské by Karel Doležal",4.25,4.0,1.0,"March 31, 2022",550.0,paperback,0.0,0.0,0.0,3.0,1.0
9788025367094,2024-12-02 22:43:45,Lásky čas by Adéla Rosípalová,4.42,289.0,63.0,"April 18, 2024",312.0,paperback,3.0,3.0,23.0,102.0,158.0
9788076372757,2024-12-02 22:43:49,Černá rusalka by Martin Müller,3.38,29.0,2.0,"January 1, 2022",320.0,paperback,1.0,3.0,12.0,10.0,3.0
9788076016439,2024-12-02 22:43:52,Adam ze Zbraslavi a případ královny vdovy Rejčky by Hana Parkánová-Whitton,2.33,3.0,1.0,"January 1, 2022",227.0,hardcover,2.0,0.0,0.0,0.0,1.0
9788024286167,2024-12-02 22:43:54,Dinosauří pohádky by Marketa Vesela,4.0,2.0,0.0,"January 1, 2022",72.0,hardcover,0.0,0.0,0.0,2.0,0.0
9788028111373,2024-12-02 22:43:58,Dokonalost by Lydia Strong,3.56,9.0,2.0,"January 1, 2024",302.0,paperback,2.0,0.0,1.0,3.0,3.0
9788090846135,2024-12-02 22:44:03,Luna z lůna 3: Tajemství by Barbora Englischová,0.0,0.0,0.0,"January 1, 2023",285.0,hardcover,0.0,0.0,0.0,0.0,0.0
9788024277325,2024-12-02 22:44:07,Žena filmového kritika: Den zúčtování by Žena filmového kritika,3.22,18.0,4.0,"January 1, 2021",88.0,hardcover,0.0,5.0,6.0,5.0,2.0
9788024271293,2024-12-02 22:44:11,Někdo mě má rád by Dominik Landsman,2.94,47.0,5.0,"December 4, 2020",248.0,,4.0,10.0,19.0,13.0,1.0
9788024283999,2024-12-02 22:44:16,"Poslední pozdrav (Případy Moniky Hrubešové, #5) by Jitka Ludvíková",4.46,13.0,0.0,"October 1, 2022",336.0,hardcover,0.0,0.0,1.0,5.0,7.0
9788020463234,2024-12-02 22:44:20,"Vietnamské srdce, český domov: Příběhy na spojnici kultur by Klára Mandausová",3.0,4.0,1.0,"May 23, 2024",176.0,paperback,0.0,1.0,2.0,1.0,0.0
9788024394237,2024-12-02 22:44:23,U dvora římského krále Josefa by Soňa Sirotková,5.0,1.0,1.0,"January 1, 2021",440.0,hardcover,0.0,0.0,0.0,0.0,1.0
9788076880412,2024-12-02 22:44:33,Básničky s pohybem - Zvířátka - Kvído by Albi,4.5,2.0,0.0,,,,0.0,0.0,0.0,1.0,1.0
9788027510870,2024-12-02 22:44:35,Trojice by Jan-Marek Šík,4.0,5.0,1.0,"August 17, 2022",488.0,paperback,0.0,0.0,1.0,3.0,1.0
9788025737293,2024-12-02 22:44:41,Komtur by Petr Staníček,4.36,22.0,9.0,"January 1, 2022",432.0,hardcover,0.0,0.0,2.0,10.0,10.0
9788088433514,2024-12-02 22:44:47,Cesta Rusů k válce by Petra Procházková,4.24,29.0,2.0,"May 23, 2024",464.0,paperback,0.0,0.0,5.0,12.0,12.0
9788075151292,2024-12-02 22:44:49,Kráva Říčanová by Tereza Říčanová,4.5,20.0,2.0,"July 1, 2021",64.0,hardcover,0.0,1.0,1.0,5.0,13.0
9788024294094,2024-12-02 22:44:53,"Milost, pane prezidente by Josef Klíma",3.5,6.0,2.0,"November 1, 2023",184.0,hardcover,1.0,0.0,2.0,1.0,2.0
9788076373853,2024-12-02 22:44:59,Ještě jeden level by Ondřej Trhoň,4.21,33.0,8.0,"May 1, 2024",256.0,hardcover,0.0,0.0,6.0,14.0,13.0
9788026431183,2024-12-02 22:45:04,Stíny v duši by Radka Zadinová,3.28,29.0,5.0,"January 1, 2020",266.0,hardcover,4.0,4.0,9.0,4.0,8.0
9788072604883,2024-12-02 22:45:05,Poslední útěk Adama Drechslera by Jiří Pehe,3.75,4.0,0.0,"January 1, 2021",264.0,paperback,0.0,0.0,1.0,3.0,0.0
