GR_isbn,GR_date,GR_title,GR_rating,GR_ratings_count,GR_reviews,GR_published,GR_pages,GR_format,GR_1_stars,GR_2_stars,GR_3_stars,GR_4_stars,GR_5_stars
9788024651781,2024-04-01 15:15:50,"Baden, Kostolac, Vucedol and Vinkovci: The Late Eneolithic, Transition Period, and Early Bronze Age in the Carpathian Basin and the Western Balkans by Želimir Brnic",0.0,0.0,0.0,"January 3, 2024",,,,,,,
9788026448488,2024-04-01 15:15:58,Moje dcera je feťačka by Soňa Šlégrová,4.0,1.0,0.0,"January 1, 2023",,,,,,,
9788090885905,2024-04-01 15:16:28,Milan Pacanda: Jackyll & Hyde by Monika Býmová,4.4,5.0,0.0,"January 1, 2023",,,,,,,
9788088499084,2024-04-01 15:16:56,Amerika ve válce: USA v letech 1961-1975/79 by Martin Kovář,0.0,0.0,0.0,"January 1, 2023",,,,,,,
9788024655628,2024-04-01 15:17:13,Cestou politické teorie by Jan Bíba,0.0,0.0,0.0,"January 1, 2023",,,,,,,
9788011033620,2024-04-01 15:17:16,Radio 1: Život v éteru by Jana Kománková,4.13,8.0,2.0,"August 7, 2023",,,,,,,
9788075686459,2024-04-01 15:18:00,Kořist a žold 1395 by Jaroslav  Ráček,3.0,2.0,1.0,"January 1, 2023",,,,,,,
9788075552020,2024-04-01 15:18:19,Sport je bolest by Michal Novotný,4.47,30.0,1.0,"November 16, 2023",,,,,,,
9788027518012,2024-04-01 15:18:48,"Muž, který sází borovici blatku by Aleš Palán",4.45,11.0,2.0,"November 20, 2023",,,,,,,
9788070042014,2024-04-01 15:18:51,Proplétání světů: Mezinárodní filmový festival Karlovy Vary v období studené války by Jindřiška Bláhová,0.0,0.0,0.0,"January 1, 2023",,,,,,,
9788027136155,2024-04-01 15:18:57,Fantastická zahrádka na balkoně by Kolektiv,5.0,2.0,1.0,"March 20, 2023",,,,,,,
9788090878709,2024-04-01 15:19:00,Football Club: Nejlepší fotbalové příběhy by football club,4.0,1.0,1.0,"January 1, 2023",,,,,,,
9788027909865,2024-04-01 15:19:11,Kralevic Karel (1334 – 1348) by Vlastimil Vondruška,4.29,7.0,1.0,"January 1, 2023",,,,,,,
9783991530138,2024-04-01 15:19:35,Zbynek Sekal: 100 by Zbyněk Sekal,0.0,0.0,0.0,,,,,,,,
9788026448860,2024-04-01 15:20:02,Skutečné zločiny v Praze a okolí by Ivana Žáková,3.67,6.0,1.0,"September 21, 2023",,,,,,,
9780745347400,2024-04-01 15:20:11,The Paradox of Svalbard: Climate Change and Globalisation in the Arctic by Zdenka Sokolíčková,4.36,14.0,1.0,"July 20, 2023",,,,,,,
9788076374034,2024-04-01 15:20:14,Třicetiletá válka: Stručná historie by Jan Kilián,3.5,14.0,1.0,"September 1, 2023",,,,,,,
9788088494065,2024-04-01 15:20:22,Organizační porno by Aneta Martinek,3.7600000000000002,82.0,9.0,"September 1, 2023",,,,,,,
9788020033697,2024-04-01 15:20:31,"Republika mezi rovností, růzností a jednotou by Jan Kober",0.0,0.0,0.0,"January 1, 2023",,,,,,,
9788027150779,2024-04-01 15:20:43,Dopisy od Sisi: Dosud nezveřejněná korespondence císařovny by Dagmar Beňaková,4.5,4.0,2.0,"January 1, 2023",,,,,,,
9788076893085,2024-04-01 15:20:56,Přepište dějiny potřetí by Michal Stehlík,4.54,13.0,4.0,"January 1, 2023",,,,,,,
9788076018532,2024-04-01 15:21:14,Náhradka: Každé dítě by mělo vyrůstat doma by Barbora Postránecká,4.9,10.0,2.0,"October 2, 2023",,,,,,,
9788027722587,2024-04-01 15:21:18,Geostorky by Petr Brož,4.5,32.0,6.0,"September 13, 2023",,,,,,,
9788090871250,2024-04-01 15:21:21,Hrdinové kapitalistické práce v Evropě by Saša Uhlová,4.32,56.0,5.0,"January 1, 2023",,,,,,,
9788024294018,2024-04-01 15:21:24,Nezapomenutelná dvacátá: Průvodce zásadním desetiletím našich novodobých dějin by Renáta Fučíková,4.0,1.0,0.0,"November 1, 2023",,,,,,,
9788090819269,2024-04-01 15:23:51,Továrna na lži: výroba klimatických dezinformací by Vojtěch Pecka,4.44,48.0,8.0,"January 1, 2023",,,,,,,
9788020461926,2024-04-01 15:24:10,Bandita pro brněnskou baladu by Jiří Kamen,4.0,1.0,1.0,"October 5, 2023",,,,,,,
9788076661158,2024-04-01 15:24:26,Rapovej deník Lukáše Kouřila by Lukáš Kouřil,3.93,15.0,4.0,"January 1, 2023",,,,,,,
9788076018587,2024-04-01 15:24:28,Strach a úzkost a jak na ně by Radkin Honzák,3.14,7.0,0.0,"October 1, 2023",,,,,,,
9788026449409,2024-04-01 15:24:33,Amerika na mušce by David Miřejovský,4.13,8.0,2.0,"October 16, 2023",,,,,,,
9788026511915,2024-04-01 15:24:36,Katherine by Honza Vedral,4.4,5.0,0.0,"October 19, 2023",,,,,,,
9788072529957,2024-04-01 15:24:51,Mazal tov! Cesta životem v židovské tradici by David Maxa,3.6,5.0,0.0,"January 1, 2023",,,,,,,
9788026449652,2024-04-01 15:24:59,Věčná devadesátá: Proměny české společnosti po roce 1989 by Veronika Pehe,4.17,12.0,0.0,"January 1, 2023",,,,,,,
9788026449782,2024-04-01 15:25:03,Vulva není vagína by Kamila Žižková,4.5,8.0,3.0,"January 1, 2023",,,,,,,
9788026449997,2024-04-01 15:25:11,Ájurvéda & jóga pro ženy by Zuzana Klingrová,4.0,2.0,0.0,"November 9, 2023",,,,,,,
9788090870123,2024-04-01 15:25:28,To tajemství je pevný pár by Marek Herman,5.0,1.0,0.0,"January 1, 2023",,,,,,,
9788076374126,2024-04-01 15:25:48,Husité na Žižkově: Pomíjivá paměť pražské periferie by Petr Čornej,3.67,3.0,1.0,"January 1, 2023",,,,,,,
9788026220893,2024-04-01 15:25:53,Nevědomé fantazie ve vztazích by Slavoj Titl,2.0,1.0,1.0,"January 1, 2023",,,,,,,
9788088630067,2024-04-01 15:26:42,Nohavica a (jeho) naše malá válka by Přemysl Houda,4.11,9.0,0.0,"January 1, 2023",,,,,,,
9788027135332,2024-04-01 15:27:10,Dokonalá paměť by Jakub Pok,5.0,2.0,0.0,"January 1, 2023",,,,,,,
9788024290843,2024-04-01 15:27:18,Symbol Ludvík Svoboda by Jiří Fidler,0.0,0.0,0.0,"January 1, 2023",,,,,,,
9788024641447,2024-04-01 15:28:47,The Mining Towns of the Bohemian Ore Mountains by Michaela Hrubá,0.0,0.0,0.0,"January 3, 2024",,,,,,,
9788088433354,2024-04-01 15:28:51,Česká inteligence 20. století by Pavel Kosatík,4.5,2.0,0.0,"January 1, 2023",,,,,,,
9788072815814,2024-04-01 15:29:55,Na život se nečeká by Jaroslav Dušek,4.0,1.0,1.0,"January 1, 2023",,,,,,,
9788026725862,2024-04-01 15:30:14,Umění vnímat design pro děti a rodiče by Michal Třeštík,4.67,3.0,0.0,"January 1, 2023",,,,,,,
9788088467762,2024-04-01 15:30:23,Politika nejen pro mladé by Matyáš Baloun,5.0,1.0,0.0,"January 1, 2023",,,,,,,
9788024293592,2024-04-01 15:30:26,151+ nápadů na můj bucket list by Lucie Kutrová,0.0,0.0,0.0,"November 1, 2023",,,,,,,
9788026511908,2024-04-01 15:30:28,Mládí je v hlavě by Saskia Burešová,2.67,3.0,1.0,"January 1, 2023",,,,,,,
9788026450009,2024-04-01 15:31:13,České podsvětí Josefa Klímy by Josef Klíma,4.3,10.0,2.0,"January 1, 2023",,,,,,,
9788088433361,2024-04-01 15:31:33,Zemanovo finále by Zdislava Pokorná,3.67,12.0,2.0,"January 1, 2023",,,,,,,
9788072852826,2024-04-01 15:31:52,Blahomír Borovička: Vzpomínky hlavního architekta Prahy by Petr Roubal,5.0,2.0,0.0,"January 1, 2023",,,,,,,
9788073784966,2024-04-01 15:32:38,Science Communication: Úvod do komunikace vědy by Pavla Hubálková,3.0,1.0,0.0,"January 1, 2023",,,,,,,
9788076751620,2024-04-01 15:33:12,Ambasadoři bohémy: Současná česká kulturní diplomacie a její dilemata by Eliška Tomalová,4.0,2.0,1.0,"December 1, 2023",,,,,,,
9788070101940,2024-04-01 15:33:17,Myslet filmem = Thinking Through Film by Jiří Anger,5.0,1.0,0.0,"January 1, 2023",,,,,,,
9788090907706,2024-04-01 15:33:23,Bůh je mrtev: Nic není dovoleno by Tereza Matějčková,4.18,22.0,6.0,"January 1, 2023",,,,,,,
9788075640901,2024-04-01 15:33:30,Nahoře nad mraky září slunce vždycky by Petruška Šustrová,4.33,3.0,0.0,"January 1, 2023",,,,,,,
9788026220657,2024-04-01 15:33:49,Skryté příčiny duševních strastí by Michael Václavík,0.0,0.0,0.0,"January 1, 2023",,,,,,,
9788088421047,2024-04-01 15:34:40,"Pražské hřbitovy, pohřebiště a sepulkrální památky by Jana Tischerová",0.0,0.0,0.0,"January 1, 2023",,,,,,,
9788088406693,2024-04-01 15:34:54,Vladimír Šmicer - Můj druhý život by Štěpán Filípek,4.0,3.0,1.0,"January 1, 2023",,,,,,,
9788088168713,2024-04-01 15:35:25,Domain Name System: Principy fungování DNS a praktické otázky spojené s jeho používáním by Pavel Satrapa,0.0,0.0,0.0,"November 1, 2023",,,,,,,
9788024294834,2024-04-01 15:36:24,Londýnské rozhlasové komentáře Františka Moravce: Mluví důstojník ministerstva národní obrany by Prokop Tomek,0.0,0.0,0.0,"January 1, 2023",,,,,,,
9788088022244,2024-04-01 15:37:00,"Jak Trénovat Mysl K Odhalování a Prozívání StĚstí, Které Máme UvnitŘ by Frank Navratil",0.0,0.0,0.0,"September 15, 2023",,,,,,,
9788088446057,2024-04-01 15:40:07,Nepohodlná sestra modernizace. Památková péče a vltavská kaskáda vodních děl by Martin Gaži,3.0,1.0,0.0,"January 1, 2023",,,,,,,
9788090830219,2024-04-01 15:40:25,Přerovnáno I: příběhy přerovských strážníků by Miroslav Komínek,0.0,0.0,0.0,"January 1, 2023",,,,,,,
9788024657103,2024-04-01 15:40:52,Praha 15. století: Konfliktní společenství by Martin Nodl,0.0,0.0,0.0,"December 1, 2023",,,,,,,
9788011037154,2024-04-01 15:41:06,Budoucnost nepráce by Filip Dřímalka,4.69,52.0,12.0,"November 17, 2023",,,,,,,
9788076455023,2024-04-01 15:41:49,Jazyk a ticho by George Steiner,4.17,264.0,27.0,"January 1, 1967",,,,,,,
9788074974670,2024-04-01 15:42:53,"Francouzské vítězství (Stoletá válka, #2) by Jiří Kovařík",5.0,1.0,0.0,"January 1, 2023",,,,,,,
9788074974526,2024-04-01 15:42:56,"Francouzské prohry (Stoletá válka, #1) by Jiří Kovařík",5.0,1.0,0.0,"January 1, 2023",,,,,,,
9788087259597,2024-04-01 15:46:26,Smrt umělce. Ať žijí pomocnice! by Tereza Stejskalová,3.8,5.0,1.0,"January 1, 2023",,,,,,,
9788072157150,2024-04-01 15:46:43,Album 1958–1977 by Bohdan Holomíček,5.0,1.0,0.0,"January 1, 2023",,,,,,,
9788076019157,2024-04-01 15:46:53,Dějiny Slovenska by Jan Rychlík,0.0,0.0,0.0,"February 26, 2024",,,,,,,
9788026221364,2024-04-01 15:47:40,Všímavost a Já: Od sebeléčení k sebepřesahování by Jan Benda,0.0,0.0,0.0,"March 21, 2024",,,,,,,
9788024657110,2024-04-01 15:48:52,Vyjasňování: Pět rozhovorů s Brunem Latourem by Michel Serres,4.08,132.0,6.0,"January 1, 1992",,,,,,,
9788024649412,2024-04-01 15:53:24,Václav Havel’s Meanings: His Key Words and Their Legacy by David Danaher,0.0,0.0,0.0,,,,,,,,
9788020035363,2024-04-01 15:55:53,Nekončící příběh: (Historiografické) narativy vzniku Československa v proměnách času a prostoru (1918-1992/1993). by Jan Hálek,0.0,0.0,0.0,"January 1, 2024",,,,,,,
9788011032326,2024-04-01 16:00:41,Drátem do oka by Štěpánka Živčáková,4.5,2.0,0.0,"January 1, 2023",,,,,,,
9788074229411,2024-04-01 16:01:27,Dějiny Mosambiku by Jan Klíma,0.0,0.0,0.0,"December 28, 2023",,,,,,,
9788072616008,2024-04-01 16:01:46,Umění neúspěchu: Jak přežít úspěchy druhých a být šťastný v nešťastné době by Josef Hynek,0.0,0.0,0.0,"March 16, 2023",,,,,,,
9788076841598,2024-04-01 16:02:10,Pavučina minulosti by Zuzana S.,0.0,0.0,0.0,"March 14, 2023",,,,,,,
9788028002602,2024-04-01 16:02:16,Cesta z Ruska: Ruská agrese proti Ukrajině a její důsledky by Zdeněk Kříž,5.0,3.0,2.0,"January 1, 2023",,,,,,,
9788026445807,2024-04-01 16:04:42,Skutečné zločiny na Ostravsku by Ivana Žáková,3.85,13.0,0.0,"February 9, 2023",,,,,,,
9788026445814,2024-04-01 16:04:48,Skutečné zločiny po Česku by Miloš Vaněček,3.57,14.0,3.0,"January 1, 2023",,,,,,,
9788080905057,2024-04-01 16:04:59,Škola nie je výchovný tábor by Mária Belešová,3.0,6.0,0.0,"February 15, 2023",,,,,,,
9788076832954,2024-04-01 16:05:03,Martin Michek: O život - Rallye mezi nebem a zemí by Martin Jaroš,2.0,1.0,1.0,"March 2, 2023",,,,,,,
9788076841208,2024-04-01 16:05:44,Vatikán a Československo ve 20. století by Marek Šmíd,0.0,0.0,0.0,"January 1, 2023",,,,,,,
9788089008872,2024-04-01 16:06:16,Veľký brat a veľká sestra: O strate skutočnosti v ideológii reálneho socializmu by Miroslav Kusý,0.0,0.0,0.0,"January 1, 2023",,,,,,,
9788074762888,2024-04-01 16:06:52,Angličtina v jihovýchodní Asii by Miroslav Černý,4.0,1.0,0.0,"January 1, 2023",,,,,,,
9788088433262,2024-04-01 16:07:02,Pořádek v hlavě by Martin Poliačik,4.08,121.0,14.0,"April 13, 2023",,,,,,,
9788075160195,2024-04-01 16:07:10,13 objektů z (ne)šťastného muzea by Tereza Arndt,4.0,4.0,1.0,"January 1, 2022",,,,,,,
9788024653150,2024-04-01 16:07:13,Why So Easily . . . Some Family Reasons for the Velvet Revolution: A Sociological Essay by Ivo Možný,0.0,0.0,0.0,"June 23, 2023",,,,,,,
9788074043673,2024-04-01 16:07:26,Modrá krev: Po stopách českých šlechtických rodů by Alena Činčerová,3.0,1.0,0.0,"January 1, 2023",,,,,,,
9788027135677,2024-04-01 16:07:30,Zdravé hranice úspěchu by Marian Jelínek,4.0,1.0,0.0,"March 4, 2023",,,,,,,
9788087274705,2024-04-01 16:08:24,Saint-Just: Krvavý démon Francouzské revoluce by Vladimír Vokál,4.0,2.0,1.0,"January 1, 2022",,,,,,,
9788074852671,2024-04-01 16:08:28,Prokletí impéria a ruská lež: Rusk a Ukrajina v kontextu a Kontextech by Kateřina Hloušková,5.0,1.0,0.0,"January 1, 2023",,,,,,,
9788026447160,2024-04-01 16:08:31,Na slyšenou: Příběhy rozhlasového století by Jitka Štichauerová,3.0,1.0,1.0,"April 13, 2023",,,,,,,
9788026447214,2024-04-01 16:08:39,"Fenomén Rychlebské hory: Vše, co potřebujete vědět o nedotčené perle Sudet by Pavel Macháček",3.0,1.0,0.0,"April 27, 2023",,,,,,,
9788080905545,2024-04-01 16:08:58,V zajatí narcizmu by Robert Tomšik,4.39,18.0,4.0,"May 9, 2023",,,,,,,
9788087709306,2024-04-01 16:09:21,Dětství a dospívání poddaných na Moravě ve druhé polovině 18.století na příkladu slavkovského panství by Věra Slováková,5.0,1.0,1.0,"January 1, 2023",,,,,,,
9788024287409,2024-04-01 16:11:55,Feministkou snadno a rychle by Lucie Jarkovská,4.33,159.0,27.0,"January 1, 2023",,,,,,,
9788027514519,2024-04-01 16:12:21,Gottwaldovy oprátky by Luděk Navara,3.0,1.0,0.0,"February 23, 2023",,,,,,,
9788072864058,2024-04-01 16:12:28,Cirkulární telegramy MZV 1969-1980: Svazek II/3 1977-1980 by Jindřich Dejmek,0.0,0.0,0.0,"January 1, 2022",,,,,,,
9788072864065,2024-04-01 16:12:31,Československá zahraniční politika po osvobození 1945: 16. Květen - 31. Prosinec 1945 by Jan Nemecek,0.0,0.0,0.0,"January 1, 2022",,,,,,,
9788026511304,2024-04-01 16:12:35,"Moje roky v Izraeli: Jarmulky, surfaři a rakety by David Borek",4.38,29.0,0.0,"April 13, 2023",,,,,,,
9788020033703,2024-04-01 16:12:56,Republika ve změnách a trvání by Jan Kober,0.0,0.0,0.0,"January 1, 2022",,,,,,,
9788020034366,2024-04-01 16:13:07,Hovory o Ukrajině by Radomyr Mokryk,4.15,13.0,1.0,"January 1, 2023",,,,,,,
9788000070292,2024-04-01 16:13:10,Vlaky by Lucie Hášová Truhelková,4.0,2.0,1.0,"March 27, 2023",,,,,,,
9788088366348,2024-04-01 16:13:28,Jako bych očima fotografovala stále ty stejné snímky by Elena Pecenová,3.81,21.0,3.0,"January 1, 2022",,,,,,,
9788076509993,2024-04-01 16:13:34,Mít čas žít by Dominika Pašková,3.0,1.0,0.0,"January 1, 2023",,,,,,,
9788076490475,2024-04-01 16:14:03,Vojenská služba v interdisciplinární perspektivě by Petr Wohlmuth,4.5,2.0,0.0,"January 1, 2023",,,,,,,
9788076764613,2024-04-01 16:14:06,Trampoty s pohlavím: sociální a právní aspekty života intersex lidí by Šárka Dušková,0.0,0.0,0.0,"February 2, 2023",,,,,,,
9788074226892,2024-04-01 16:14:08,Dějiny Arménie by Petra Košťálová,4.67,3.0,0.0,"April 13, 2023",,,,,,,
9788074671630,2024-04-01 16:14:11,Malý Berlín ve Velké Praze: Pražská meziválečná architektura německy mluvících architektů by Lenka Kerdová,0.0,0.0,0.0,"January 1, 2022",,,,,,,
9788026444244,2024-04-01 16:15:05,Umění nemoci by Jan Vojáček,4.19,21.0,2.0,"March 23, 2023",,,,,,,
9788024285269,2024-04-01 16:15:11,Život za první republiky by Hana Kneblová,4.33,3.0,1.0,"January 1, 2023",,,,,,,
9788024286396,2024-04-01 16:15:19,Vlčí zázrak : příběhy ze života s vlky by Tanja Askani,5.0,1.0,0.0,"January 1, 2023",,,,,,,
9788090788374,2024-04-01 16:15:28,Úvod do komparativní planetologie by Lukáš Likavčan,3.96,28.0,2.0,"January 1, 2023",,,,,,,
9788027515929,2024-04-01 16:15:37,Padesátka by Lenka Kapsová,3.89,9.0,1.0,"January 1, 2023",,,,,,,
9788027515905,2024-04-01 16:15:42,V pasti pohlaví by Silvie Lauder,4.59,225.0,32.0,"June 6, 2023",,,,,,,
9788025740460,2024-04-01 16:16:49,Putinova válka: Ukrajinská kronika zpravodajů ČT by Michal Kubal,4.44,34.0,6.0,"March 1, 2023",,,,,,,
9788090835955,2024-04-01 16:17:10,Chrámy peněz: Postmoderní architektura českých bankovních domů a spořitelen v devadesátých letech 20. století. by Jana Pavlová,4.0,1.0,0.0,"January 1, 2022",,,,,,,
9788090880719,2024-04-01 16:17:23,"Neohlížej se, zkameníš by Alena Wagnerová",4.11,9.0,0.0,"January 1, 2023",,,,,,,
9788074602016,2024-04-01 16:17:38,Radikální dramaturgie by Jan Motal,0.0,0.0,0.0,"January 1, 2022",,,,,,,
9788072985562,2024-04-01 16:18:07,Přátelské tváře matematiky by Marie Větrovcová,0.0,0.0,0.0,"January 1, 2022",,,,,,,
9788070367322,2024-04-01 16:18:17,Fotografie práce a zahálky by Pavlína Vogelová,3.0,2.0,1.0,"January 1, 2023",,,,,,,
9788090841512,2024-04-01 16:18:29,Zrození metropole: Ostrava ve fotografiích padesátých a šedesátých let 20. století by Ondřej Durczak,3.75,4.0,1.0,"January 1, 2022",,,,,,,
9788026219408,2024-04-01 16:18:38,Terapie mezi stromy by Adam Táborský,4.0,1.0,0.0,"January 1, 2023",,,,,,,
9788026220497,2024-04-01 16:18:48,Nebuď p*ča aneb jak (ne)pracovat s dětmi by Tomáš Morávek,4.24,96.0,12.0,"January 1, 2023",,,,,,,
9788074229404,2024-04-01 16:19:09,Dějiny Španělska by Jiří Chalupa,0.0,0.0,0.0,"December 28, 2023",,,,,,,
9788024287744,2024-04-01 16:19:31,Dokud dýchám by Aleš Novotný,4.18,44.0,2.0,"April 1, 2023",,,,,,,
9788026446415,2024-04-01 16:19:33,Moje upřímná posedlost jménem anorexie by Petra Lukešová,3.37,19.0,6.0,"January 1, 2023",,,,,,,
9788025363188,2024-04-01 16:19:38,Noc pro chrliče by Filip Kalčák,3.35,17.0,3.0,"July 20, 2023",,,,,,,
9788024291741,2024-04-01 16:19:42,Letní bouřky by Klára Pospíšilová,4.09,134.0,22.0,"July 24, 2023",,,,,,,
9788076910706,2024-04-01 16:19:49,Království v kameni by Nela Mičková,4.07,14.0,1.0,"July 1, 2023",,,,,,,
9788024293233,2024-04-01 16:19:54,Za pět minut zvoní by Michaela Merglová,3.7600000000000002,37.0,6.0,"January 1, 2024",,,,,,,
9788076618732,2024-04-01 16:20:03,"Pád temnoty (Arila, #4) by Radek Starý",4.21,24.0,1.0,"November 20, 2023",,,,,,,
9788024289472,2024-04-02 10:22:36,Sochař by Artur Janoušek,2.0,2.0,1.0,"January 1, 2023",,,,,,,
9788088367291,2024-04-02 10:22:40,I smutek byl jen sen. Poezie Josefa Kocourka by Josef Kocourek,4.0,1.0,0.0,"January 1, 2023",,,,,,,
9788072529704,2024-04-02 10:22:44,Hranice zvrhlosti by Jan  Urban,3.29,14.0,3.0,"May 15, 2023",,,,,,,
9788090837690,2024-04-02 10:22:47,Z pera knihomolů: 11 povídek od českých a slovenských knižních blogerů by Eliška Hronová,3.85,141.0,29.0,"March 31, 2023",,,,,,,
9788075884374,2024-04-02 10:22:52,"Stará béčková legenda (Stará béčková legenda, #1) by Shigor Birdman",4.21,19.0,6.0,"April 3, 2023",,,,,,,
9788088067757,2024-04-02 10:22:56,Není nebe nad Mexikem by Michal Březina,3.4,5.0,1.0,"April 3, 2023",,,,,,,
9788072444816,2024-04-02 10:23:05,Město nad městem by Lucie Brejšová,4.64,14.0,7.0,"May 9, 2023",,,,,,,
9788027801145,2024-04-02 10:23:12,Prázdnota by Michaela Merglová,3.69,32.0,13.0,"January 1, 2023",,,,,,,
9788081116148,2024-04-02 10:23:16,„Jmenuji se Eva…“ by Jana Mirovská,4.2,5.0,2.0,"January 1, 2023",,,,,,,
9788076617254,2024-04-02 10:23:25,"Síla obsidiánu (Tajemství obsidiánu, #3) by Petra Martišková",3.97,32.0,4.0,"May 8, 2023",,,,,,,
9788024288826,2024-04-02 10:23:30,Ve škole i za školou by Alena Mornštajnová,4.08,12.0,0.0,"January 1, 2023",,,,,,,
9788075884497,2024-04-02 10:23:35,Bastard by Jaroslav Mostecký,4.4,5.0,0.0,"April 18, 2023",,,,,,,
9788075512475,2024-04-02 10:23:37,Temnota by Kristýna Freiová,2.0,1.0,0.0,"January 1, 2022",,,,,,,
9788075941336,2024-04-02 10:23:41,Lovci monster - Fantom by Larry Correia,4.37,19.0,5.0,"April 17, 2023",,,,,,,
9788076017481,2024-04-02 10:23:45,Květy z nahořklého dřeva by Jan Skácel,4.95,22.0,2.0,"January 1, 2000",,,,,,,
9781847498885,2024-04-02 10:23:48,The Raven and Other Poems: Fully Annotated Edition with over 400 notes. It contains Poe's complete poems and three essays on poetry by Edgar Allan Poe,4.3,44965.0,729.0,"January 29, 1845",,,,,,,
9788088467649,2024-04-02 10:23:51,Koloušek by Jana Bernášková,3.44,52.0,6.0,"January 1, 2023",,,,,,,
9788075884619,2024-04-02 10:23:55,Povídky smíchovské by Marie Rejfová,3.86,14.0,3.0,"May 3, 2023",,,,,,,
9788072278893,2024-04-02 10:23:58,Matka měla ráda třešně by Jiří Dynka,3.5,2.0,0.0,"January 1, 2023",,,,,,,
9788025740910,2024-04-02 10:24:02,Až ke křížku by Klára Teršová,3.13,8.0,1.0,"January 1, 2023",,,,,,,
9788027721405,2024-04-02 10:24:09,V hrůze a krvi zrozeni by Kevin Wulfric Scherrer,3.7,10.0,1.0,"January 25, 2023",,,,,,,
9788076900387,2024-04-02 10:24:11,Úzkost je rozkoš II/II: … nejsem nebudu nebyl jsem by Karel Šebek,5.0,2.0,0.0,"January 1, 2023",,,,,,,
9788026446965,2024-04-02 10:24:21,Věčně věrný nepřítel - anorexie by Michaela Hošková,3.0,5.0,2.0,"January 1, 2023",,,,,,,
9788076110809,2024-04-02 10:24:27,Zpověď posledního mnicha by František Kalenda,3.67,6.0,1.0,"May 2, 2023",,,,,,,
9788072157198,2024-04-02 10:24:31,Básně (Spisy II) by Karel Kryl,4.4,10.0,0.0,"January 1, 1997",,,,,,,
9788026724759,2024-04-02 10:24:35,Proti srsti by Klára Mandausová,4.5,2.0,1.0,"January 1, 2023",,,,,,,
9788090856844,2024-04-02 10:24:50,Tetam by Petya Stach,4.0,2.0,0.0,"January 1, 2023",,,,,,,
9788090856837,2024-04-02 10:24:53,Pommes frites by Jan Valík,1.5,2.0,0.0,"January 1, 2023",,,,,,,
9788090856851,2024-04-02 10:24:55,Nepůvodní druhy by Tomáš Tománek,3.33,3.0,0.0,"January 1, 2023",,,,,,,
9788088467687,2024-04-02 10:25:03,Biograf láska by Uljana Donátová,3.25,4.0,0.0,"January 1, 2023",,,,,,,
9788088488392,2024-04-02 10:25:06,Paní jara by Leandra Sold,4.0,16.0,5.0,"January 1, 2023",,,,,,,
9788075884701,2024-04-02 10:25:08,"Strašidlo minulosti (Ota Fink, #8) by Jaroslav Velinský",4.57,7.0,2.0,"January 1, 2023",,,,,,,
9788088346234,2024-04-02 10:25:14,Elektrickej strom by Jarmila Kašparová,4.38,8.0,2.0,"June 26, 2023",,,,,,,
9788074434907,2024-04-02 10:25:25,Křížeček na čelo by Eva Marie Růžena,2.71,7.0,1.0,"January 1, 2023",,,,,,,
9788074434914,2024-04-02 10:25:28,Epocha žárovky by Martin Dytko,3.0,4.0,0.0,"January 1, 2023",,,,,,,
9788090856882,2024-04-02 10:25:34,<30 by Anežka Nováková,2.0,1.0,0.0,"January 1, 2023",,,,,,,
9788088067856,2024-04-02 10:25:41,Rovnováha by Petr Švec,4.2,5.0,2.0,"May 22, 2023",,,,,,,
9788090856820,2024-04-02 10:25:46,Haloklina by Jakub Strouhal,5.0,7.0,2.0,"January 1, 2023",,,,,,,
9788024950839,2024-04-02 10:25:49,Životní (s)milníky by Jitka Slavíková,0.0,0.0,0.0,"June 1, 2023",,,,,,,
9788024951300,2024-04-02 10:25:52,Kapitánova čest by Lucie Jehličková,3.0,2.0,0.0,"August 1, 2023",,,,,,,
9788073294847,2024-04-02 10:26:00,Trnková zima by Anna Malchárková,5.0,1.0,1.0,"January 1, 2023",,,,,,,
9788076339538,2024-04-02 10:26:02,Písnička pro Klaudii by Petra Langová,3.8,10.0,1.0,"May 12, 2023",,,,,,,
9788024651729,2024-04-02 10:26:05,Transfigured Night (Modern Czech Classics) by Libuše Moníková,3.67,9.0,3.0,"September 19, 2023",,,,,,,
9788026724964,2024-04-02 10:26:08,Mezi nimi by Veronika González,3.98,43.0,4.0,"January 1, 2023",,,,,,,
9788027909988,2024-04-02 10:26:21,Vražedná krása by Jaroslava Černá,5.0,1.0,1.0,"January 1, 2023",,,,,,,
9788027909872,2024-04-02 10:26:24,"Katův odkaz (Letopisy královské komory, #17) by Vlastimil Vondruška",4.0,4.0,0.0,"January 1, 2023",,,,,,,
9788027515745,2024-04-02 10:26:31,Uhrwerk by Bogdan Trojak,3.0,3.0,0.0,"January 1, 2023",,,,,,,
9788027722372,2024-04-02 10:26:37,Teorie býka by Magdalena Maxová,3.88,26.0,5.0,"January 1, 2023",,,,,,,
9788075304278,2024-04-02 10:26:41,Poslední divoké objetí by Luděk Čertík,4.5,2.0,1.0,"June 14, 2023",,,,,,,
9788027910014,2024-04-02 10:26:49,Kronika hříšného kněze aneb Bestie z Karlštejna by Naďa Horáková,3.6,5.0,1.0,"January 1, 2023",,,,,,,
9788025741528,2024-04-02 10:26:51,Pod Kaštanem by Barbora Majchráková,3.0,6.0,2.0,"June 15, 2023",,,,,,,
